x,a,l,lp,t,n
19.76,1,0.982,0.9821,0.18,0
20.28,1,0.982,0.9821,0.18,0
-5.2,1,0.9819,0.982,0.181,0.00039322
-4.68,1,0.9819,0.982,0.181,0.00082574
-4.16,1,0.9819,0.982,0.181,0.00173359
-3.64,1,0.9819,0.982,0.181,0.00363886
-3.12,1,0.9819,0.982,0.181,0.00763685
-2.6,1,0.9819,0.982,0.181,0.01602525
-2.08,1,0.9819,0.982,0.181,0.03362398
-1.56,1,0.9819,0.982,0.181,0.07054329
-1.04,1,0.9819,0.982,0.181,0.1479901
-0.52,1,0.9819,0.982,0.181,0.3104461
0,1,0.9819,0.982,0.181,0.58348578
0.52,1,0.9819,0.982,0.181,0.78841511
1.04,1,0.9819,0.982,0.181,0.78827457
1.56,1,0.9819,0.982,0.181,0.78789137
2.08,1,0.9819,0.982,0.181,0.78727305
2.6,1,0.9819,0.982,0.181,0.7864144
3.12,1,0.9819,0.982,0.181,0.78529973
3.64,1,0.9819,0.982,0.181,0.78390386
4.16,1,0.9819,0.982,0.181,0.78219207
4.68,1,0.9819,0.982,0.181,0.78011926
5.2,1,0.9819,0.982,0.181,0.77762822
5.72,1,0.9819,0.982,0.181,0.77464733
6.24,1,0.9819,0.982,0.181,0.77108724
6.76,1,0.9819,0.982,0.181,0.76683664
7.28,1,0.9819,0.982,0.181,0.76175667
7.8,1,0.9819,0.982,0.181,0.75567379
8.32,1,0.9819,0.982,0.181,0.74837041
8.84,1,0.9819,0.982,0.181,0.73957277
9.36,1,0.9819,0.982,0.181,0.7289351
9.88,1,0.9819,0.982,0.181,0.71601885
10.4,1,0.9819,0.982,0.181,0.70026537
10.92,1,0.9819,0.982,0.181,0.68095973
11.44,1,0.9819,0.982,0.181,0.65718277
11.96,1,0.9819,0.982,0.181,0.62774705
12.48,1,0.9819,0.982,0.181,0.59111112
13,1,0.9819,0.982,0.181,0.54526398
13.52,1,0.9819,0.982,0.181,0.48756901
14.04,1,0.9819,0.982,0.181,0.4145517
14.56,1,0.9819,0.982,0.181,0.32160999
15.08,1,0.9819,0.982,0.181,0.20261687
15.6,1,0.9819,0.982,0.181,0.07005715
16.12,1,0.9819,0.982,0.181,0
16.64,1,0.9819,0.982,0.181,0
17.16,1,0.9819,0.982,0.181,0
17.68,1,0.9819,0.982,0.181,0
18.2,1,0.9819,0.982,0.181,0
18.72,1,0.9819,0.982,0.181,0
19.24,1,0.9819,0.982,0.181,0
19.76,1,0.9819,0.982,0.181,0
20.28,1,0.9819,0.982,0.181,0
-5.2,1,0.9818,0.9819,0.182,0.00039339
-4.68,1,0.9818,0.9819,0.182,0.00082603
-4.16,1,0.9818,0.9819,0.182,0.00173408
-3.64,1,0.9818,0.9819,0.182,0.00363967
-3.12,1,0.9818,0.9819,0.182,0.00763817
-2.6,1,0.9818,0.9819,0.182,0.01602742
-2.08,1,0.9818,0.9819,0.182,0.03362747
-1.56,1,0.9818,0.9819,0.182,0.07054888
-1.04,1,0.9818,0.9819,0.182,0.14799895
-0.52,1,0.9818,0.9819,0.182,0.31045998
0,1,0.9818,0.9819,0.182,0.58350512
0.52,1,0.9818,0.9819,0.182,0.78843252
1.04,1,0.9818,0.9819,0.182,0.78828395
1.56,1,0.9818,0.9819,0.182,0.78789625
2.08,1,0.9818,0.9819,0.182,0.78727549
2.6,1,0.9818,0.9819,0.182,0.78641558
3.12,1,0.9818,0.9819,0.182,0.78530027
3.64,1,0.9818,0.9819,0.182,0.7839041
4.16,1,0.9818,0.9819,0.182,0.78219218
4.68,1,0.9818,0.9819,0.182,0.7801193
5.2,1,0.9818,0.9819,0.182,0.77762824
5.72,1,0.9818,0.9819,0.182,0.77464734
6.24,1,0.9818,0.9819,0.182,0.77108725
6.76,1,0.9818,0.9819,0.182,0.76683664
7.28,1,0.9818,0.9819,0.182,0.76175667
7.8,1,0.9818,0.9819,0.182,0.75567379
8.32,1,0.9818,0.9819,0.182,0.74837041
8.84,1,0.9818,0.9819,0.182,0.73957277
9.36,1,0.9818,0.9819,0.182,0.7289351
9.88,1,0.9818,0.9819,0.182,0.71601885
10.4,1,0.9818,0.9819,0.182,0.70026537
10.92,1,0.9818,0.9819,0.182,0.68095973
11.44,1,0.9818,0.9819,0.182,0.65718277
11.96,1,0.9818,0.9819,0.182,0.62774705
12.48,1,0.9818,0.9819,0.182,0.59111112
13,1,0.9818,0.9819,0.182,0.54526398
13.52,1,0.9818,0.9819,0.182,0.48756901
14.04,1,0.9818,0.9819,0.182,0.4145517
14.56,1,0.9818,0.9819,0.182,0.32160999
15.08,1,0.9818,0.9819,0.182,0.20261687
15.6,1,0.9818,0.9819,0.182,0.07005715
16.12,1,0.9818,0.9819,0.182,0
16.64,1,0.9818,0.9819,0.182,0
17.16,1,0.9818,0.9819,0.182,0
17.68,1,0.9818,0.9819,0.182,0
18.2,1,0.9818,0.9819,0.182,0
18.72,1,0.9818,0.9819,0.182,0
19.24,1,0.9818,0.9819,0.182,0
19.76,1,0.9818,0.9819,0.182,0
20.28,1,0.9818,0.9819,0.182,0
-5.2,1,0.9817,0.9818,0.183,0.00039355
-4.68,1,0.9817,0.9818,0.183,0.0008263
-4.16,1,0.9817,0.9818,0.183,0.00173452
-3.64,1,0.9817,0.9818,0.183,0.00364041
-3.12,1,0.9817,0.9818,0.183,0.00763939
-2.6,1,0.9817,0.9818,0.183,0.0160294
-2.08,1,0.9817,0.9818,0.183,0.03363066
-1.56,1,0.9817,0.9818,0.183,0.07055397
-1.04,1,0.9817,0.9818,0.183,0.14800699
-0.52,1,0.9817,0.9818,0.183,0.31047257
0,1,0.9817,0.9818,0.183,0.58352261
0.52,1,0.9817,0.9818,0.183,0.7884482
1.04,1,0.9817,0.9818,0.183,0.78829235
1.56,1,0.9817,0.9818,0.183,0.78790059
2.08,1,0.9817,0.9818,0.183,0.78727766
2.6,1,0.9817,0.9818,0.183,0.78641661
3.12,1,0.9817,0.9818,0.183,0.78530075
3.64,1,0.9817,0.9818,0.183,0.78390431
4.16,1,0.9817,0.9818,0.183,0.78219226
4.68,1,0.9817,0.9818,0.183,0.78011933
5.2,1,0.9817,0.9818,0.183,0.77762825
5.72,1,0.9817,0.9818,0.183,0.77464734
6.24,1,0.9817,0.9818,0.183,0.77108725
6.76,1,0.9817,0.9818,0.183,0.76683664
7.28,1,0.9817,0.9818,0.183,0.76175667
7.8,1,0.9817,0.9818,0.183,0.75567379
8.32,1,0.9817,0.9818,0.183,0.74837041
8.84,1,0.9817,0.9818,0.183,0.73957277
9.36,1,0.9817,0.9818,0.183,0.7289351
9.88,1,0.9817,0.9818,0.183,0.71601885
10.4,1,0.9817,0.9818,0.183,0.70026537
10.92,1,0.9817,0.9818,0.183,0.68095973
11.44,1,0.9817,0.9818,0.183,0.65718277
11.96,1,0.9817,0.9818,0.183,0.62774705
12.48,1,0.9817,0.9818,0.183,0.59111112
13,1,0.9817,0.9818,0.183,0.54526398
13.52,1,0.9817,0.9818,0.183,0.48756901
14.04,1,0.9817,0.9818,0.183,0.4145517
14.56,1,0.9817,0.9818,0.183,0.32160999
15.08,1,0.9817,0.9818,0.183,0.20261687
15.6,1,0.9817,0.9818,0.183,0.07005715
16.12,1,0.9817,0.9818,0.183,0
16.64,1,0.9817,0.9818,0.183,0
17.16,1,0.9817,0.9818,0.183,0
17.68,1,0.9817,0.9818,0.183,0
18.2,1,0.9817,0.9818,0.183,0
18.72,1,0.9817,0.9818,0.183,0
19.24,1,0.9817,0.9818,0.183,0
19.76,1,0.9817,0.9818,0.183,0
20.28,1,0.9817,0.9818,0.183,0
-5.2,1,0.9816,0.9817,0.184,0.0003937
-4.68,1,0.9816,0.9817,0.184,0.00082655
-4.16,1,0.9816,0.9817,0.184,0.00173494
-3.64,1,0.9816,0.9817,0.184,0.0036411
-3.12,1,0.9816,0.9817,0.184,0.00764051
-2.6,1,0.9816,0.9817,0.184,0.01603122
-2.08,1,0.9816,0.9817,0.184,0.03363358
-1.56,1,0.9816,0.9817,0.184,0.07055861
-1.04,1,0.9816,0.9817,0.184,0.1480143
-0.52,1,0.9816,0.9817,0.184,0.31048398
0,1,0.9816,0.9817,0.184,0.58353841
0.52,1,0.9816,0.9817,0.184,0.78846232
1.04,1,0.9816,0.9817,0.184,0.78829986
1.56,1,0.9816,0.9817,0.184,0.78790445
2.08,1,0.9816,0.9817,0.184,0.78727956
2.6,1,0.9816,0.9817,0.184,0.78641752
3.12,1,0.9816,0.9817,0.184,0.78530116
3.64,1,0.9816,0.9817,0.184,0.78390449
4.16,1,0.9816,0.9817,0.184,0.78219234
4.68,1,0.9816,0.9817,0.184,0.78011936
5.2,1,0.9816,0.9817,0.184,0.77762826
5.72,1,0.9816,0.9817,0.184,0.77464735
6.24,1,0.9816,0.9817,0.184,0.77108725
6.76,1,0.9816,0.9817,0.184,0.76683664
7.28,1,0.9816,0.9817,0.184,0.76175667
7.8,1,0.9816,0.9817,0.184,0.75567379
8.32,1,0.9816,0.9817,0.184,0.74837041
8.84,1,0.9816,0.9817,0.184,0.73957277
9.36,1,0.9816,0.9817,0.184,0.7289351
9.88,1,0.9816,0.9817,0.184,0.71601885
10.4,1,0.9816,0.9817,0.184,0.70026537
10.92,1,0.9816,0.9817,0.184,0.68095973
11.44,1,0.9816,0.9817,0.184,0.65718277
11.96,1,0.9816,0.9817,0.184,0.62774705
12.48,1,0.9816,0.9817,0.184,0.59111112
13,1,0.9816,0.9817,0.184,0.54526398
13.52,1,0.9816,0.9817,0.184,0.48756901
14.04,1,0.9816,0.9817,0.184,0.4145517
14.56,1,0.9816,0.9817,0.184,0.32160999
15.08,1,0.9816,0.9817,0.184,0.20261687
15.6,1,0.9816,0.9817,0.184,0.07005715
16.12,1,0.9816,0.9817,0.184,0
16.64,1,0.9816,0.9817,0.184,0
17.16,1,0.9816,0.9817,0.184,0
17.68,1,0.9816,0.9817,0.184,0
18.2,1,0.9816,0.9817,0.184,0
18.72,1,0.9816,0.9817,0.184,0
19.24,1,0.9816,0.9817,0.184,0
19.76,1,0.9816,0.9817,0.184,0
20.28,1,0.9816,0.9817,0.184,0
-5.2,1,0.9815,0.9816,0.185,0.00039384
-4.68,1,0.9815,0.9816,0.185,0.00082678
-4.16,1,0.9815,0.9816,0.185,0.00173532
-3.64,1,0.9815,0.9816,0.185,0.00364173
-3.12,1,0.9815,0.9816,0.185,0.00764154
-2.6,1,0.9815,0.9816,0.185,0.01603288
-2.08,1,0.9815,0.9816,0.185,0.03363624
-1.56,1,0.9815,0.9816,0.185,0.07056284
-1.04,1,0.9815,0.9816,0.185,0.14802094
-0.52,1,0.9815,0.9816,0.185,0.31049431
0,1,0.9815,0.9816,0.185,0.58355268
0.52,1,0.9815,0.9816,0.185,0.78847501
1.04,1,0.9815,0.9816,0.185,0.78830658
1.56,1,0.9815,0.9816,0.185,0.78790788
2.08,1,0.9815,0.9816,0.185,0.78728125
2.6,1,0.9815,0.9816,0.185,0.78641831
3.12,1,0.9815,0.9816,0.185,0.78530152
3.64,1,0.9815,0.9816,0.185,0.78390464
4.16,1,0.9815,0.9816,0.185,0.78219241
4.68,1,0.9815,0.9816,0.185,0.78011939
5.2,1,0.9815,0.9816,0.185,0.77762827
5.72,1,0.9815,0.9816,0.185,0.77464735
6.24,1,0.9815,0.9816,0.185,0.77108725
6.76,1,0.9815,0.9816,0.185,0.76683664
7.28,1,0.9815,0.9816,0.185,0.76175667
7.8,1,0.9815,0.9816,0.185,0.75567379
8.32,1,0.9815,0.9816,0.185,0.74837041
8.84,1,0.9815,0.9816,0.185,0.73957277
9.36,1,0.9815,0.9816,0.185,0.7289351
9.88,1,0.9815,0.9816,0.185,0.71601885
10.4,1,0.9815,0.9816,0.185,0.70026537
10.92,1,0.9815,0.9816,0.185,0.68095973
11.44,1,0.9815,0.9816,0.185,0.65718277
11.96,1,0.9815,0.9816,0.185,0.62774705
12.48,1,0.9815,0.9816,0.185,0.59111112
13,1,0.9815,0.9816,0.185,0.54526398
13.52,1,0.9815,0.9816,0.185,0.48756901
14.04,1,0.9815,0.9816,0.185,0.4145517
14.56,1,0.9815,0.9816,0.185,0.32160999
15.08,1,0.9815,0.9816,0.185,0.20261687
15.6,1,0.9815,0.9816,0.185,0.07005715
16.12,1,0.9815,0.9816,0.185,0
16.64,1,0.9815,0.9816,0.185,0
17.16,1,0.9815,0.9816,0.185,0
17.68,1,0.9815,0.9816,0.185,0
18.2,1,0.9815,0.9816,0.185,0
18.72,1,0.9815,0.9816,0.185,0
19.24,1,0.9815,0.9816,0.185,0
19.76,1,0.9815,0.9816,0.185,0
20.28,1,0.9815,0.9816,0.185,0
-5.2,1,0.9814,0.9815,0.186,0.00039396
-4.68,1,0.9814,0.9815,0.186,0.00082699
-4.16,1,0.9814,0.9815,0.186,0.00173568
-3.64,1,0.9814,0.9815,0.186,0.00364231
-3.12,1,0.9814,0.9815,0.186,0.00764249
-2.6,1,0.9814,0.9815,0.186,0.0160344
-2.08,1,0.9814,0.9815,0.186,0.03363867
-1.56,1,0.9814,0.9815,0.186,0.07056668
-1.04,1,0.9814,0.9815,0.186,0.14802696
-0.52,1,0.9814,0.9815,0.186,0.31050365
0,1,0.9814,0.9815,0.186,0.58356555
0.52,1,0.9814,0.9815,0.186,0.78848642
1.04,1,0.9814,0.9815,0.186,0.78831258
1.56,1,0.9814,0.9815,0.186,0.78791092
2.08,1,0.9814,0.9815,0.186,0.78728274
2.6,1,0.9814,0.9815,0.186,0.78641901
3.12,1,0.9814,0.9815,0.186,0.78530184
3.64,1,0.9814,0.9815,0.186,0.78390478
4.16,1,0.9814,0.9815,0.186,0.78219246
4.68,1,0.9814,0.9815,0.186,0.78011941
5.2,1,0.9814,0.9815,0.186,0.77762828
5.72,1,0.9814,0.9815,0.186,0.77464735
6.24,1,0.9814,0.9815,0.186,0.77108725
6.76,1,0.9814,0.9815,0.186,0.76683664
7.28,1,0.9814,0.9815,0.186,0.76175667
7.8,1,0.9814,0.9815,0.186,0.75567379
8.32,1,0.9814,0.9815,0.186,0.74837041
8.84,1,0.9814,0.9815,0.186,0.73957277
9.36,1,0.9814,0.9815,0.186,0.7289351
9.88,1,0.9814,0.9815,0.186,0.71601885
10.4,1,0.9814,0.9815,0.186,0.70026537
10.92,1,0.9814,0.9815,0.186,0.68095973
11.44,1,0.9814,0.9815,0.186,0.65718277
11.96,1,0.9814,0.9815,0.186,0.62774705
12.48,1,0.9814,0.9815,0.186,0.59111112
13,1,0.9814,0.9815,0.186,0.54526398
13.52,1,0.9814,0.9815,0.186,0.48756901
14.04,1,0.9814,0.9815,0.186,0.4145517
14.56,1,0.9814,0.9815,0.186,0.32160999
15.08,1,0.9814,0.9815,0.186,0.20261687
15.6,1,0.9814,0.9815,0.186,0.07005715
16.12,1,0.9814,0.9815,0.186,0
16.64,1,0.9814,0.9815,0.186,0
17.16,1,0.9814,0.9815,0.186,0
17.68,1,0.9814,0.9815,0.186,0
18.2,1,0.9814,0.9815,0.186,0
18.72,1,0.9814,0.9815,0.186,0
19.24,1,0.9814,0.9815,0.186,0
19.76,1,0.9814,0.9815,0.186,0
20.28,1,0.9814,0.9815,0.186,0
-5.2,1,0.9813,0.9814,0.187,0.00039408
-4.68,1,0.9813,0.9814,0.187,0.00082719
-4.16,1,0.9813,0.9814,0.187,0.001736
-3.64,1,0.9813,0.9814,0.187,0.00364284
-3.12,1,0.9813,0.9814,0.187,0.00764335
-2.6,1,0.9813,0.9814,0.187,0.01603579
-2.08,1,0.9813,0.9814,0.187,0.03364089
-1.56,1,0.9813,0.9814,0.187,0.07057017
-1.04,1,0.9813,0.9814,0.187,0.14803241
-0.52,1,0.9813,0.9814,0.187,0.3105121
0,1,0.9813,0.9814,0.187,0.58357715
0.52,1,0.9813,0.9814,0.187,0.78849667
1.04,1,0.9813,0.9814,0.187,0.78831794
1.56,1,0.9813,0.9814,0.187,0.78791362
2.08,1,0.9813,0.9814,0.187,0.78728405
2.6,1,0.9813,0.9814,0.187,0.78641962
3.12,1,0.9813,0.9814,0.187,0.78530211
3.64,1,0.9813,0.9814,0.187,0.7839049
4.16,1,0.9813,0.9814,0.187,0.78219251
4.68,1,0.9813,0.9814,0.187,0.78011943
5.2,1,0.9813,0.9814,0.187,0.77762829
5.72,1,0.9813,0.9814,0.187,0.77464736
6.24,1,0.9813,0.9814,0.187,0.77108725
6.76,1,0.9813,0.9814,0.187,0.76683664
7.28,1,0.9813,0.9814,0.187,0.76175667
7.8,1,0.9813,0.9814,0.187,0.75567379
8.32,1,0.9813,0.9814,0.187,0.74837041
8.84,1,0.9813,0.9814,0.187,0.73957277
9.36,1,0.9813,0.9814,0.187,0.7289351
9.88,1,0.9813,0.9814,0.187,0.71601885
10.4,1,0.9813,0.9814,0.187,0.70026537
10.92,1,0.9813,0.9814,0.187,0.68095973
11.44,1,0.9813,0.9814,0.187,0.65718277
11.96,1,0.9813,0.9814,0.187,0.62774705
12.48,1,0.9813,0.9814,0.187,0.59111112
13,1,0.9813,0.9814,0.187,0.54526398
13.52,1,0.9813,0.9814,0.187,0.48756901
14.04,1,0.9813,0.9814,0.187,0.4145517
14.56,1,0.9813,0.9814,0.187,0.32160999
15.08,1,0.9813,0.9814,0.187,0.20261687
15.6,1,0.9813,0.9814,0.187,0.07005715
16.12,1,0.9813,0.9814,0.187,0
16.64,1,0.9813,0.9814,0.187,0
17.16,1,0.9813,0.9814,0.187,0
17.68,1,0.9813,0.9814,0.187,0
18.2,1,0.9813,0.9814,0.187,0
18.72,1,0.9813,0.9814,0.187,0
19.24,1,0.9813,0.9814,0.187,0
19.76,1,0.9813,0.9814,0.187,0
20.28,1,0.9813,0.9814,0.187,0
-5.2,1,0.9812,0.9813,0.188,0.00039419
-4.68,1,0.9812,0.9813,0.188,0.00082737
-4.16,1,0.9812,0.9813,0.188,0.0017363
-3.64,1,0.9812,0.9813,0.188,0.00364333
-3.12,1,0.9812,0.9813,0.188,0.00764415
-2.6,1,0.9812,0.9813,0.188,0.01603706
-2.08,1,0.9812,0.9813,0.188,0.0336429
-1.56,1,0.9812,0.9813,0.188,0.07057334
-1.04,1,0.9812,0.9813,0.188,0.14803735
-0.52,1,0.9812,0.9813,0.188,0.31051972
0,1,0.9812,0.9813,0.188,0.5835876
0.52,1,0.9812,0.9813,0.188,0.78850587
1.04,1,0.9812,0.9813,0.188,0.78832271
1.56,1,0.9812,0.9813,0.188,0.78791601
2.08,1,0.9812,0.9813,0.188,0.7872852
2.6,1,0.9812,0.9813,0.188,0.78642016
3.12,1,0.9812,0.9813,0.188,0.78530235
3.64,1,0.9812,0.9813,0.188,0.783905
4.16,1,0.9812,0.9813,0.188,0.78219255
4.68,1,0.9812,0.9813,0.188,0.78011945
5.2,1,0.9812,0.9813,0.188,0.77762829
5.72,1,0.9812,0.9813,0.188,0.77464736
6.24,1,0.9812,0.9813,0.188,0.77108725
6.76,1,0.9812,0.9813,0.188,0.76683664
7.28,1,0.9812,0.9813,0.188,0.76175667
7.8,1,0.9812,0.9813,0.188,0.75567379
8.32,1,0.9812,0.9813,0.188,0.74837041
8.84,1,0.9812,0.9813,0.188,0.73957277
9.36,1,0.9812,0.9813,0.188,0.7289351
9.88,1,0.9812,0.9813,0.188,0.71601885
10.4,1,0.9812,0.9813,0.188,0.70026537
10.92,1,0.9812,0.9813,0.188,0.68095973
11.44,1,0.9812,0.9813,0.188,0.65718277
11.96,1,0.9812,0.9813,0.188,0.62774705
12.48,1,0.9812,0.9813,0.188,0.59111112
13,1,0.9812,0.9813,0.188,0.54526398
13.52,1,0.9812,0.9813,0.188,0.48756901
14.04,1,0.9812,0.9813,0.188,0.4145517
14.56,1,0.9812,0.9813,0.188,0.32160999
15.08,1,0.9812,0.9813,0.188,0.20261687
15.6,1,0.9812,0.9813,0.188,0.07005715
16.12,1,0.9812,0.9813,0.188,0
16.64,1,0.9812,0.9813,0.188,0
17.16,1,0.9812,0.9813,0.188,0
17.68,1,0.9812,0.9813,0.188,0
18.2,1,0.9812,0.9813,0.188,0
18.72,1,0.9812,0.9813,0.188,0
19.24,1,0.9812,0.9813,0.188,0
19.76,1,0.9812,0.9813,0.188,0
20.28,1,0.9812,0.9813,0.188,0
-5.2,1,0.9811,0.9812,0.189,0.00039429
-4.68,1,0.9811,0.9812,0.189,0.00082754
-4.16,1,0.9811,0.9812,0.189,0.00173658
-3.64,1,0.9811,0.9812,0.189,0.00364378
-3.12,1,0.9811,0.9812,0.189,0.00764487
-2.6,1,0.9811,0.9812,0.189,0.01603822
-2.08,1,0.9811,0.9812,0.189,0.03364474
-1.56,1,0.9811,0.9812,0.189,0.07057622
-1.04,1,0.9811,0.9812,0.189,0.14804183
-0.52,1,0.9811,0.9812,0.189,0.31052661
0,1,0.9811,0.9812,0.189,0.58359701
0.52,1,0.9811,0.9812,0.189,0.78851411
1.04,1,0.9811,0.9812,0.189,0.78832697
1.56,1,0.9811,0.9812,0.189,0.78791813
2.08,1,0.9811,0.9812,0.189,0.78728622
2.6,1,0.9811,0.9812,0.189,0.78642063
3.12,1,0.9811,0.9812,0.189,0.78530256
3.64,1,0.9811,0.9812,0.189,0.78390509
4.16,1,0.9811,0.9812,0.189,0.78219259
4.68,1,0.9811,0.9812,0.189,0.78011946
5.2,1,0.9811,0.9812,0.189,0.7776283
5.72,1,0.9811,0.9812,0.189,0.77464736
6.24,1,0.9811,0.9812,0.189,0.77108725
6.76,1,0.9811,0.9812,0.189,0.76683664
7.28,1,0.9811,0.9812,0.189,0.76175667
7.8,1,0.9811,0.9812,0.189,0.75567379
8.32,1,0.9811,0.9812,0.189,0.74837041
8.84,1,0.9811,0.9812,0.189,0.73957277
9.36,1,0.9811,0.9812,0.189,0.7289351
9.88,1,0.9811,0.9812,0.189,0.71601885
10.4,1,0.9811,0.9812,0.189,0.70026537
10.92,1,0.9811,0.9812,0.189,0.68095973
11.44,1,0.9811,0.9812,0.189,0.65718277
11.96,1,0.9811,0.9812,0.189,0.62774705
12.48,1,0.9811,0.9812,0.189,0.59111112
13,1,0.9811,0.9812,0.189,0.54526398
13.52,1,0.9811,0.9812,0.189,0.48756901
14.04,1,0.9811,0.9812,0.189,0.4145517
14.56,1,0.9811,0.9812,0.189,0.32160999
15.08,1,0.9811,0.9812,0.189,0.20261687
15.6,1,0.9811,0.9812,0.189,0.07005715
16.12,1,0.9811,0.9812,0.189,0
16.64,1,0.9811,0.9812,0.189,0
17.16,1,0.9811,0.9812,0.189,0
17.68,1,0.9811,0.9812,0.189,0
18.2,1,0.9811,0.9812,0.189,0
18.72,1,0.9811,0.9812,0.189,0
19.24,1,0.9811,0.9812,0.189,0
19.76,1,0.9811,0.9812,0.189,0
20.28,1,0.9811,0.9812,0.189,0
-5.2,1,0.981,0.9811,0.19,0.00039439
-4.68,1,0.981,0.9811,0.19,0.00082769
-4.16,1,0.981,0.9811,0.19,0.00173683
-3.64,1,0.981,0.9811,0.19,0.00364419
-3.12,1,0.981,0.9811,0.19,0.00764553
-2.6,1,0.981,0.9811,0.19,0.01603928
-2.08,1,0.981,0.9811,0.19,0.03364641
-1.56,1,0.981,0.9811,0.19,0.07057883
-1.04,1,0.981,0.9811,0.19,0.14804587
-0.52,1,0.981,0.9811,0.19,0.31053281
0,1,0.981,0.9811,0.19,0.58360547
0.52,1,0.981,0.9811,0.19,0.7885215
1.04,1,0.981,0.9811,0.19,0.78833076
1.56,1,0.981,0.9811,0.19,0.78792001
2.08,1,0.981,0.9811,0.19,0.78728711
2.6,1,0.981,0.9811,0.19,0.78642104
3.12,1,0.981,0.9811,0.19,0.78530274
3.64,1,0.981,0.9811,0.19,0.78390516
4.16,1,0.981,0.9811,0.19,0.78219262
4.68,1,0.981,0.9811,0.19,0.78011947
5.2,1,0.981,0.9811,0.19,0.7776283
5.72,1,0.981,0.9811,0.19,0.77464736
6.24,1,0.981,0.9811,0.19,0.77108725
6.76,1,0.981,0.9811,0.19,0.76683664
7.28,1,0.981,0.9811,0.19,0.76175667
7.8,1,0.981,0.9811,0.19,0.75567379
8.32,1,0.981,0.9811,0.19,0.74837041
8.84,1,0.981,0.9811,0.19,0.73957277
9.36,1,0.981,0.9811,0.19,0.7289351
9.88,1,0.981,0.9811,0.19,0.71601885
10.4,1,0.981,0.9811,0.19,0.70026537
10.92,1,0.981,0.9811,0.19,0.68095973
11.44,1,0.981,0.9811,0.19,0.65718277
11.96,1,0.981,0.9811,0.19,0.62774705
12.48,1,0.981,0.9811,0.19,0.59111112
13,1,0.981,0.9811,0.19,0.54526398
13.52,1,0.981,0.9811,0.19,0.48756901
14.04,1,0.981,0.9811,0.19,0.4145517
14.56,1,0.981,0.9811,0.19,0.32160999
15.08,1,0.981,0.9811,0.19,0.20261687
15.6,1,0.981,0.9811,0.19,0.07005715
16.12,1,0.981,0.9811,0.19,0
16.64,1,0.981,0.9811,0.19,0
17.16,1,0.981,0.9811,0.19,0
17.68,1,0.981,0.9811,0.19,0
18.2,1,0.981,0.9811,0.19,0
18.72,1,0.981,0.9811,0.19,0
19.24,1,0.981,0.9811,0.19,0
19.76,1,0.981,0.9811,0.19,0
20.28,1,0.981,0.9811,0.19,0
-5.2,1,0.9809,0.981,0.191,0.00039447
-4.68,1,0.9809,0.981,0.191,0.00082783
-4.16,1,0.9809,0.981,0.191,0.00173707
-3.64,1,0.9809,0.981,0.191,0.00364457
-3.12,1,0.9809,0.981,0.191,0.00764614
-2.6,1,0.9809,0.981,0.191,0.01604024
-2.08,1,0.9809,0.981,0.191,0.03364792
-1.56,1,0.9809,0.981,0.191,0.07058119
-1.04,1,0.9809,0.981,0.191,0.14804952
-0.52,1,0.9809,0.981,0.191,0.31053841
0,1,0.9809,0.981,0.191,0.58361307
0.52,1,0.9809,0.981,0.191,0.78852812
1.04,1,0.9809,0.981,0.191,0.78833414
1.56,1,0.9809,0.981,0.191,0.78792167
2.08,1,0.9809,0.981,0.191,0.7872879
2.6,1,0.9809,0.981,0.191,0.7864214
3.12,1,0.9809,0.981,0.191,0.78530289
3.64,1,0.9809,0.981,0.191,0.78390523
4.16,1,0.9809,0.981,0.191,0.78219264
4.68,1,0.9809,0.981,0.191,0.78011948
5.2,1,0.9809,0.981,0.191,0.77762831
5.72,1,0.9809,0.981,0.191,0.77464736
6.24,1,0.9809,0.981,0.191,0.77108725
6.76,1,0.9809,0.981,0.191,0.76683664
7.28,1,0.9809,0.981,0.191,0.76175667
7.8,1,0.9809,0.981,0.191,0.75567379
8.32,1,0.9809,0.981,0.191,0.74837041
8.84,1,0.9809,0.981,0.191,0.73957277
9.36,1,0.9809,0.981,0.191,0.7289351
9.88,1,0.9809,0.981,0.191,0.71601885
10.4,1,0.9809,0.981,0.191,0.70026537
10.92,1,0.9809,0.981,0.191,0.68095973
11.44,1,0.9809,0.981,0.191,0.65718277
11.96,1,0.9809,0.981,0.191,0.62774705
12.48,1,0.9809,0.981,0.191,0.59111112
13,1,0.9809,0.981,0.191,0.54526398
13.52,1,0.9809,0.981,0.191,0.48756901
14.04,1,0.9809,0.981,0.191,0.4145517
14.56,1,0.9809,0.981,0.191,0.32160999
15.08,1,0.9809,0.981,0.191,0.20261687
15.6,1,0.9809,0.981,0.191,0.07005715
16.12,1,0.9809,0.981,0.191,0
16.64,1,0.9809,0.981,0.191,0
17.16,1,0.9809,0.981,0.191,0
17.68,1,0.9809,0.981,0.191,0
18.2,1,0.9809,0.981,0.191,0
18.72,1,0.9809,0.981,0.191,0
19.24,1,0.9809,0.981,0.191,0
19.76,1,0.9809,0.981,0.191,0
20.28,1,0.9809,0.981,0.191,0
-5.2,1,0.9808,0.9809,0.192,0.00039455
-4.68,1,0.9808,0.9809,0.192,0.00082797
-4.16,1,0.9808,0.9809,0.192,0.00173728
-3.64,1,0.9808,0.9809,0.192,0.00364492
