x,t,activation,stretch,stretch_prev,n
26,0.206,1,0.871875,0.8725,0
31.2,0.206,1,0.871875,0.8725,0
36.4,0.206,1,0.871875,0.8725,0
41.6,0.206,1,0.871875,0.8725,0
46.8,0.206,1,0.871875,0.8725,0
52,0.206,1,0.871875,0.8725,0
57.2,0.206,1,0.871875,0.8725,0
62.4,0.206,1,0.871875,0.8725,0
-20.8,0.207,1,0.87125,0.871875,0.00437246
-15.6,0.207,1,0.87125,0.871875,0.01205043
-10.4,0.207,1,0.87125,0.871875,0.03321043
-5.2,0.207,1,0.87125,0.871875,0.09152539
0,0.207,1,0.87125,0.871875,0.2258759
5.2,0.207,1,0.87125,0.871875,0.35849427
10.4,0.207,1,0.87125,0.871875,0.30276651
15.6,0.207,1,0.87125,0.871875,0.18083518
20.8,0.207,1,0.87125,0.871875,0
26,0.207,1,0.87125,0.871875,0
31.2,0.207,1,0.87125,0.871875,0
36.4,0.207,1,0.87125,0.871875,0
41.6,0.207,1,0.87125,0.871875,0
46.8,0.207,1,0.87125,0.871875,0
52,0.207,1,0.87125,0.871875,0
57.2,0.207,1,0.87125,0.871875,0
62.4,0.207,1,0.87125,0.871875,0
-20.8,0.208,1,0.870625,0.87125,0.00436811
-15.6,0.208,1,0.870625,0.87125,0.0120384
-10.4,0.208,1,0.870625,0.87125,0.03317716
-5.2,0.208,1,0.870625,0.87125,0.09143339
0,0.208,1,0.870625,0.87125,0.22564809
5.2,0.208,1,0.870625,0.87125,0.35813116
10.4,0.208,1,0.870625,0.87125,0.30245842
15.6,0.208,1,0.870625,0.87125,0.18065058
20.8,0.208,1,0.870625,0.87125,0
26,0.208,1,0.870625,0.87125,0
31.2,0.208,1,0.870625,0.87125,0
36.4,0.208,1,0.870625,0.87125,0
41.6,0.208,1,0.870625,0.87125,0
46.8,0.208,1,0.870625,0.87125,0
52,0.208,1,0.870625,0.87125,0
57.2,0.208,1,0.870625,0.87125,0
62.4,0.208,1,0.870625,0.87125,0
-20.8,0.209,1,0.87,0.870625,0.00436376
-15.6,0.209,1,0.87,0.870625,0.01202637
-10.4,0.209,1,0.87,0.870625,0.0331439
-5.2,0.209,1,0.87,0.870625,0.09134139
0,0.209,1,0.87,0.870625,0.22542027
5.2,0.209,1,0.87,0.870625,0.35776804
10.4,0.209,1,0.87,0.870625,0.30215034
15.6,0.209,1,0.87,0.870625,0.18046597
20.8,0.209,1,0.87,0.870625,0
26,0.209,1,0.87,0.870625,0
31.2,0.209,1,0.87,0.870625,0
36.4,0.209,1,0.87,0.870625,0
41.6,0.209,1,0.87,0.870625,0
46.8,0.209,1,0.87,0.870625,0
52,0.209,1,0.87,0.870625,0
57.2,0.209,1,0.87,0.870625,0
62.4,0.209,1,0.87,0.870625,0
-20.8,0.21,1,0.869375,0.87,0.00435941
-15.6,0.21,1,0.869375,0.87,0.01201434
-10.4,0.21,1,0.869375,0.87,0.03311063
-5.2,0.21,1,0.869375,0.87,0.0912494
0,0.21,1,0.869375,0.87,0.22519246
5.2,0.21,1,0.869375,0.87,0.35740493
10.4,0.21,1,0.869375,0.87,0.30184226
15.6,0.21,1,0.869375,0.87,0.18028137
20.8,0.21,1,0.869375,0.87,0
26,0.21,1,0.869375,0.87,0
31.2,0.21,1,0.869375,0.87,0
36.4,0.21,1,0.869375,0.87,0
41.6,0.21,1,0.869375,0.87,0
46.8,0.21,1,0.869375,0.87,0
52,0.21,1,0.869375,0.87,0
57.2,0.21,1,0.869375,0.87,0
62.4,0.21,1,0.869375,0.87,0
-20.8,0.211,1,0.86875,0.869375,0.00435505
-15.6,0.211,1,0.86875,0.869375,0.01200231
-10.4,0.211,1,0.86875,0.869375,0.03307736
-5.2,0.211,1,0.86875,0.869375,0.0911574
0,0.211,1,0.86875,0.869375,0.22496465
5.2,0.211,1,0.86875,0.869375,0.35704181
10.4,0.211,1,0.86875,0.869375,0.30153418
15.6,0.211,1,0.86875,0.869375,0.18009677
20.8,0.211,1,0.86875,0.869375,0
26,0.211,1,0.86875,0.869375,0
31.2,0.211,1,0.86875,0.869375,0
36.4,0.211,1,0.86875,0.869375,0
41.6,0.211,1,0.86875,0.869375,0
46.8,0.211,1,0.86875,0.869375,0
52,0.211,1,0.86875,0.869375,0
57.2,0.211,1,0.86875,0.869375,0
62.4,0.211,1,0.86875,0.869375,0
-20.8,0.212,1,0.868125,0.86875,0.0043507
-15.6,0.212,1,0.868125,0.86875,0.01199028
-10.4,0.212,1,0.868125,0.86875,0.03304409
-5.2,0.212,1,0.868125,0.86875,0.0910654
0,0.212,1,0.868125,0.86875,0.22473684
5.2,0.212,1,0.868125,0.86875,0.3566787
10.4,0.212,1,0.868125,0.86875,0.3012261
15.6,0.212,1,0.868125,0.86875,0.17991216
20.8,0.212,1,0.868125,0.86875,0
26,0.212,1,0.868125,0.86875,0
31.2,0.212,1,0.868125,0.86875,0
36.4,0.212,1,0.868125,0.86875,0
41.6,0.212,1,0.868125,0.86875,0
46.8,0.212,1,0.868125,0.86875,0
52,0.212,1,0.868125,0.86875,0
57.2,0.212,1,0.868125,0.86875,0
62.4,0.212,1,0.868125,0.86875,0
-20.8,0.213,1,0.8675,0.868125,0.00434635
-15.6,0.213,1,0.8675,0.868125,0.01197824
-10.4,0.213,1,0.8675,0.868125,0.03301082
-5.2,0.213,1,0.8675,0.868125,0.0909734
0,0.213,1,0.8675,0.868125,0.22450903
5.2,0.213,1,0.8675,0.868125,0.35631558
10.4,0.213,1,0.8675,0.868125,0.30091802
15.6,0.213,1,0.8675,0.868125,0.17972756
20.8,0.213,1,0.8675,0.868125,0
26,0.213,1,0.8675,0.868125,0
31.2,0.213,1,0.8675,0.868125,0
36.4,0.213,1,0.8675,0.868125,0
41.6,0.213,1,0.8675,0.868125,0
46.8,0.213,1,0.8675,0.868125,0
52,0.213,1,0.8675,0.868125,0
57.2,0.213,1,0.8675,0.868125,0
62.4,0.213,1,0.8675,0.868125,0
-20.8,0.214,1,0.866875,0.8675,0.004342
-15.6,0.214,1,0.866875,0.8675,0.01196621
-10.4,0.214,1,0.866875,0.8675,0.03297755
-5.2,0.214,1,0.866875,0.8675,0.09088141
0,0.214,1,0.866875,0.8675,0.22428122
5.2,0.214,1,0.866875,0.8675,0.35595247
10.4,0.214,1,0.866875,0.8675,0.30060993
15.6,0.214,1,0.866875,0.8675,0.17954296
20.8,0.214,1,0.866875,0.8675,0
26,0.214,1,0.866875,0.8675,0
31.2,0.214,1,0.866875,0.8675,0
36.4,0.214,1,0.866875,0.8675,0
41.6,0.214,1,0.866875,0.8675,0
46.8,0.214,1,0.866875,0.8675,0
52,0.214,1,0.866875,0.8675,0
57.2,0.214,1,0.866875,0.8675,0
62.4,0.214,1,0.866875,0.8675,0
-20.8,0.215,1,0.86625,0.866875,0.00433765
-15.6,0.215,1,0.86625,0.866875,0.01195418
-10.4,0.215,1,0.86625,0.866875,0.03294428
-5.2,0.215,1,0.86625,0.866875,0.09078941
0,0.215,1,0.86625,0.866875,0.2240534
5.2,0.215,1,0.86625,0.866875,0.35558936
10.4,0.215,1,0.86625,0.866875,0.30030185
15.6,0.215,1,0.86625,0.866875,0.17935835
20.8,0.215,1,0.86625,0.866875,0
26,0.215,1,0.86625,0.866875,0
31.2,0.215,1,0.86625,0.866875,0
36.4,0.215,1,0.86625,0.866875,0
41.6,0.215,1,0.86625,0.866875,0
46.8,0.215,1,0.86625,0.866875,0
52,0.215,1,0.86625,0.866875,0
57.2,0.215,1,0.86625,0.866875,0
62.4,0.215,1,0.86625,0.866875,0
-20.8,0.216,1,0.865625,0.86625,0.0043333
-15.6,0.216,1,0.865625,0.86625,0.01194215
-10.4,0.216,1,0.865625,0.86625,0.03291101
-5.2,0.216,1,0.865625,0.86625,0.09069741
0,0.216,1,0.865625,0.86625,0.22382559
5.2,0.216,1,0.865625,0.86625,0.35522624
10.4,0.216,1,0.865625,0.86625,0.29999377
15.6,0.216,1,0.865625,0.86625,0.17917375
20.8,0.216,1,0.865625,0.86625,0
26,0.216,1,0.865625,0.86625,0
31.2,0.216,1,0.865625,0.86625,0
36.4,0.216,1,0.865625,0.86625,0
41.6,0.216,1,0.865625,0.86625,0
46.8,0.216,1,0.865625,0.86625,0
52,0.216,1,0.865625,0.86625,0
57.2,0.216,1,0.865625,0.86625,0
62.4,0.216,1,0.865625,0.86625,0
-20.8,0.217,1,0.865,0.865625,0.00432895
-15.6,0.217,1,0.865,0.865625,0.01193012
-10.4,0.217,1,0.865,0.865625,0.03287775
-5.2,0.217,1,0.865,0.865625,0.09060542
0,0.217,1,0.865,0.865625,0.22359778
5.2,0.217,1,0.865,0.865625,0.35486313
10.4,0.217,1,0.865,0.865625,0.29968569
15.6,0.217,1,0.865,0.865625,0.17898915
20.8,0.217,1,0.865,0.865625,0
26,0.217,1,0.865,0.865625,0
31.2,0.217,1,0.865,0.865625,0
36.4,0.217,1,0.865,0.865625,0
41.6,0.217,1,0.865,0.865625,0
46.8,0.217,1,0.865,0.865625,0
52,0.217,1,0.865,0.865625,0
57.2,0.217,1,0.865,0.865625,0
62.4,0.217,1,0.865,0.865625,0
-20.8,0.218,1,0.864375,0.865,0.0043246
-15.6,0.218,1,0.864375,0.865,0.01191809
-10.4,0.218,1,0.864375,0.865,0.03284448
-5.2,0.218,1,0.864375,0.865,0.09051342
0,0.218,1,0.864375,0.865,0.22336997
5.2,0.218,1,0.864375,0.865,0.35450001
10.4,0.218,1,0.864375,0.865,0.29937761
15.6,0.218,1,0.864375,0.865,0.17880454
20.8,0.218,1,0.864375,0.865,0
26,0.218,1,0.864375,0.865,0
31.2,0.218,1,0.864375,0.865,0
36.4,0.218,1,0.864375,0.865,0
41.6,0.218,1,0.864375,0.865,0
46.8,0.218,1,0.864375,0.865,0
52,0.218,1,0.864375,0.865,0
57.2,0.218,1,0.864375,0.865,0
62.4,0.218,1,0.864375,0.865,0
-20.8,0.219,1,0.86375,0.864375,0.00432025
-15.6,0.219,1,0.86375,0.864375,0.01190606
-10.4,0.219,1,0.86375,0.864375,0.03281121
-5.2,0.219,1,0.86375,0.864375,0.09042142
0,0.219,1,0.86375,0.864375,0.22314216
5.2,0.219,1,0.86375,0.864375,0.3541369
10.4,0.219,1,0.86375,0.864375,0.29906953
15.6,0.219,1,0.86375,0.864375,0.17861994
20.8,0.219,1,0.86375,0.864375,0
26,0.219,1,0.86375,0.864375,0
31.2,0.219,1,0.86375,0.864375,0
36.4,0.219,1,0.86375,0.864375,0
41.6,0.219,1,0.86375,0.864375,0
46.8,0.219,1,0.86375,0.864375,0
52,0.219,1,0.86375,0.864375,0
57.2,0.219,1,0.86375,0.864375,0
62.4,0.219,1,0.86375,0.864375,0
-20.8,0.22,1,0.863125,0.86375,0.0043159
-15.6,0.22,1,0.863125,0.86375,0.01189403
-10.4,0.22,1,0.863125,0.86375,0.03277794
-5.2,0.22,1,0.863125,0.86375,0.09032943
0,0.22,1,0.863125,0.86375,0.22291435
5.2,0.22,1,0.863125,0.86375,0.35377378
10.4,0.22,1,0.863125,0.86375,0.29876145
15.6,0.22,1,0.863125,0.86375,0.17843534
20.8,0.22,1,0.863125,0.86375,0
26,0.22,1,0.863125,0.86375,0
31.2,0.22,1,0.863125,0.86375,0
36.4,0.22,1,0.863125,0.86375,0
41.6,0.22,1,0.863125,0.86375,0
46.8,0.22,1,0.863125,0.86375,0
52,0.22,1,0.863125,0.86375,0
57.2,0.22,1,0.863125,0.86375,0
62.4,0.22,1,0.863125,0.86375,0
-20.8,0.221,1,0.8625,0.863125,0.00431155
-15.6,0.221,1,0.8625,0.863125,0.011882
-10.4,0.221,1,0.8625,0.863125,0.03274467
-5.2,0.221,1,0.8625,0.863125,0.09023743
0,0.221,1,0.8625,0.863125,0.22268653
5.2,0.221,1,0.8625,0.863125,0.35341067
10.4,0.221,1,0.8625,0.863125,0.29845336
15.6,0.221,1,0.8625,0.863125,0.17825073
20.8,0.221,1,0.8625,0.863125,0
26,0.221,1,0.8625,0.863125,0
31.2,0.221,1,0.8625,0.863125,0
36.4,0.221,1,0.8625,0.863125,0
41.6,0.221,1,0.8625,0.863125,0
46.8,0.221,1,0.8625,0.863125,0
52,0.221,1,0.8625,0.863125,0
57.2,0.221,1,0.8625,0.863125,0
62.4,0.221,1,0.8625,0.863125,0
-20.8,0.222,1,0.861875,0.8625,0.0043072
-15.6,0.222,1,0.861875,0.8625,0.01186997
-10.4,0.222,1,0.861875,0.8625,0.0327114
-5.2,0.222,1,0.861875,0.8625,0.09014543
0,0.222,1,0.861875,0.8625,0.22245872
5.2,0.222,1,0.861875,0.8625,0.35304755
10.4,0.222,1,0.861875,0.8625,0.29814528
15.6,0.222,1,0.861875,0.8625,0.17806613
20.8,0.222,1,0.861875,0.8625,0
26,0.222,1,0.861875,0.8625,0
31.2,0.222,1,0.861875,0.8625,0
36.4,0.222,1,0.861875,0.8625,0
41.6,0.222,1,0.861875,0.8625,0
46.8,0.222,1,0.861875,0.8625,0
52,0.222,1,0.861875,0.8625,0
57.2,0.222,1,0.861875,0.8625,0
62.4,0.222,1,0.861875,0.8625,0
-20.8,0.223,1,0.86125,0.861875,0.00430285
-15.6,0.223,1,0.86125,0.861875,0.01185794
-10.4,0.223,1,0.86125,0.861875,0.03267813
-5.2,0.223,1,0.86125,0.861875,0.09005344
0,0.223,1,0.86125,0.861875,0.22223091
5.2,0.223,1,0.86125,0.861875,0.35268444
10.4,0.223,1,0.86125,0.861875,0.2978372
15.6,0.223,1,0.86125,0.861875,0.17788153
20.8,0.223,1,0.86125,0.861875,0
26,0.223,1,0.86125,0.861875,0
31.2,0.223,1,0.86125,0.861875,0
36.4,0.223,1,0.86125,0.861875,0
41.6,0.223,1,0.86125,0.861875,0
46.8,0.223,1,0.86125,0.861875,0
52,0.223,1,0.86125,0.861875,0
57.2,0.223,1,0.86125,0.861875,0
62.4,0.223,1,0.86125,0.861875,0
-20.8,0.224,1,0.860625,0.86125,0.0042985
-15.6,0.224,1,0.860625,0.86125,0.0118459
-10.4,0.224,1,0.860625,0.86125,0.03264487
-5.2,0.224,1,0.860625,0.86125,0.08996144
0,0.224,1,0.860625,0.86125,0.2220031
5.2,0.224,1,0.860625,0.86125,0.35232133
10.4,0.224,1,0.860625,0.86125,0.29752912
15.6,0.224,1,0.860625,0.86125,0.17769693
20.8,0.224,1,0.860625,0.86125,0
26,0.224,1,0.860625,0.86125,0
31.2,0.224,1,0.860625,0.86125,0
36.4,0.224,1,0.860625,0.86125,0
41.6,0.224,1,0.860625,0.86125,0
46.8,0.224,1,0.860625,0.86125,0
52,0.224,1,0.860625,0.86125,0
57.2,0.224,1,0.860625,0.86125,0
62.4,0.224,1,0.860625,0.86125,0
-20.8,0.225,1,0.86,0.860625,0.00429414
-15.6,0.225,1,0.86,0.860625,0.01183387
-10.4,0.225,1,0.86,0.860625,0.0326116
-5.2,0.225,1,0.86,0.860625,0.08986944
0,0.225,1,0.86,0.860625,0.22177529
5.2,0.225,1,0.86,0.860625,0.35195821
10.4,0.225,1,0.86,0.860625,0.29722104
15.6,0.225,1,0.86,0.860625,0.17751232
20.8,0.225,1,0.86,0.860625,0
26,0.225,1,0.86,0.860625,0
31.2,0.225,1,0.86,0.860625,0
36.4,0.225,1,0.86,0.860625,0
41.6,0.225,1,0.86,0.860625,0
46.8,0.225,1,0.86,0.860625,0
52,0.225,1,0.86,0.860625,0
57.2,0.225,1,0.86,0.860625,0
62.4,0.225,1,0.86,0.860625,0
-20.8,0.226,1,0.859375,0.86,0.00428979
-15.6,0.226,1,0.859375,0.86,0.01182184
-10.4,0.226,1,0.859375,0.86,0.03257833
-5.2,0.226,1,0.859375,0.86,0.08977745
0,0.226,1,0.859375,0.86,0.22154748
5.2,0.226,1,0.859375,0.86,0.3515951
10.4,0.226,1,0.859375,0.86,0.29691296
15.6,0.226,1,0.859375,0.86,0.17732772
20.8,0.226,1,0.859375,0.86,0
26,0.226,1,0.859375,0.86,0
31.2,0.226,1,0.859375,0.86,0
36.4,0.226,1,0.859375,0.86,0
41.6,0.226,1,0.859375,0.86,0
46.8,0.226,1,0.859375,0.86,0
52,0.226,1,0.859375,0.86,0
57.2,0.226,1,0.859375,0.86,0
62.4,0.226,1,0.859375,0.86,0
-20.8,0.227,1,0.85875,0.859375,0.00428544
-15.6,0.227,1,0.85875,0.859375,0.01180981
-10.4,0.227,1,0.85875,0.859375,0.03254506
-5.2,0.227,1,0.85875,0.859375,0.08968545
0,0.227,1,0.85875,0.859375,0.22131966
5.2,0.227,1,0.85875,0.859375,0.35123198
10.4,0.227,1,0.85875,0.859375,0.29660487
15.6,0.227,1,0.85875,0.859375,0.17714312
20.8,0.227,1,0.85875,0.859375,0
26,0.227,1,0.85875,0.859375,0
31.2,0.227,1,0.85875,0.859375,0
36.4,0.227,1,0.85875,0.859375,0
41.6,0.227,1,0.85875,0.859375,0
46.8,0.227,1,0.85875,0.859375,0
52,0.227,1,0.85875,0.859375,0
57.2,0.227,1,0.85875,0.859375,0
62.4,0.227,1,0.85875,0.859375,0
-20.8,0.228,1,0.858125,0.85875,0.00428109
-15.6,0.228,1,0.858125,0.85875,0.01179778
-10.4,0.228,1,0.858125,0.85875,0.03251179
-5.2,0.228,1,0.858125,0.85875,0.08959345
0,0.228,1,0.858125,0.85875,0.22109185
5.2,0.228,1,0.858125,0.85875,0.35086887
10.4,0.228,1,0.858125,0.85875,0.29629679
15.6,0.228,1,0.858125,0.85875,0.17695851
20.8,0.228,1,0.858125,0.85875,0
26,0.228,1,0.858125,0.85875,0
31.2,0.228,1,0.858125,0.85875,0
36.4,0.228,1,0.858125,0.85875,0
41.6,0.228,1,0.858125,0.85875,0
46.8,0.228,1,0.858125,0.85875,0
52,0.228,1,0.858125,0.85875,0
57.2,0.228,1,0.858125,0.85875,0
62.4,0.228,1,0.858125,0.85875,0
-20.8,0.229,1,0.8575,0.858125,0.00427674
-15.6,0.229,1,0.8575,0.858125,0.01178575
-10.4,0.229,1,0.8575,0.858125,0.03247852
-5.2,0.229,1,0.8575,0.858125,0.08950146
0,0.229,1,0.8575,0.858125,0.22086404
5.2,0.229,1,0.8575,0.858125,0.35050575
10.4,0.229,1,0.8575,0.858125,0.29598871
15.6,0.229,1,0.8575,0.858125,0.17677391
20.8,0.229,1,0.8575,0.858125,0
26,0.229,1,0.8575,0.858125,0
31.2,0.229,1,0.8575,0.858125,0
36.4,0.229,1,0.8575,0.858125,0
41.6,0.229,1,0.8575,0.858125,0
46.8,0.229,1,0.8575,0.858125,0
52,0.229,1,0.8575,0.858125,0
57.2,0.229,1,0.8575,0.858125,0
62.4,0.229,1,0.8575,0.858125,0
-20.8,0.23,1,0.856875,0.8575,0.00427239
-15.6,0.23,1,0.856875,0.8575,0.01177372
-10.4,0.23,1,0.856875,0.8575,0.03244525
-5.2,0.23,1,0.856875,0.8575,0.08940946
0,0.23,1,0.856875,0.8575,0.22063623
5.2,0.23,1,0.856875,0.8575,0.35014264
10.4,0.23,1,0.856875,0.8575,0.29568063
15.6,0.23,1,0.856875,0.8575,0.17658931
20.8,0.23,1,0.856875,0.8575,0
26,0.23,1,0.856875,0.8575,0
31.2,0.23,1,0.856875,0.8575,0
36.4,0.23,1,0.856875,0.8575,0
41.6,0.23,1,0.856875,0.8575,0
46.8,0.23,1,0.856875,0.8575,0
52,0.23,1,0.856875,0.8575,0
57.2,0.23,1,0.856875,0.8575,0
62.4,0.23,1,0.856875,0.8575,0
-20.8,0.231,1,0.85625,0.856875,0.00426804
-15.6,0.231,1,0.85625,0.856875,0.01176169
-10.4,0.231,1,0.85625,0.856875,0.03241198
-5.2,0.231,1,0.85625,0.856875,0.08931746
0,0.231,1,0.85625,0.856875,0.22040842
5.2,0.231,1,0.85625,0.856875,0.34977952
10.4,0.231,1,0.85625,0.856875,0.29537255
15.6,0.231,1,0.85625,0.856875,0.1764047
20.8,0.231,1,0.85625,0.856875,0
26,0.231,1,0.85625,0.856875,0
31.2,0.231,1,0.85625,0.856875,0
36.4,0.231,1,0.85625,0.856875,0
41.6,0.231,1,0.85625,0.856875,0
46.8,0.231,1,0.85625,0.856875,0
52,0.231,1,0.85625,0.856875,0
57.2,0.231,1,0.85625,0.856875,0
62.4,0.231,1,0.85625,0.856875,0
-20.8,0.232,1,0.855625,0.85625,0.00426369
-15.6,0.232,1,0.855625,0.85625,0.01174966
-10.4,0.232,1,0.855625,0.85625,0.03237872
-5.2,0.232,1,0.855625,0.85625,0.08922547
0,0.232,1,0.855625,0.85625,0.22018061
5.2,0.232,1,0.855625,0.85625,0.34941641
10.4,0.232,1,0.855625,0.85625,0.29506447
15.6,0.232,1,0.855625,0.85625,0.1762201
20.8,0.232,1,0.855625,0.85625,0
26,0.232,1,0.855625,0.85625,0
31.2,0.232,1,0.855625,0.85625,0
36.4,0.232,1,0.855625,0.85625,0
41.6,0.232,1,0.855625,0.85625,0
46.8,0.232,1,0.855625,0.85625,0
52,0.232,1,0.855625,0.85625,0
57.2,0.232,1,0.855625,0.85625,0
62.4,0.232,1,0.855625,0.85625,0
-20.8,0.233,1,0.855,0.855625,0.00425934
-15.6,0.233,1,0.855,0.855625,0.01173763
-10.4,0.233,1,0.855,0.855625,0.03234545
-5.2,0.233,1,0.855,0.855625,0.08913347
0,0.233,1,0.855,0.855625,0.21995279
5.2,0.233,1,0.855,0.855625,0.3490533
10.4,0.233,1,0.855,0.855625,0.29475638
15.6,0.233,1,0.855,0.855625,0.1760355
20.8,0.233,1,0.855,0.855625,0
26,0.233,1,0.855,0.855625,0
31.2,0.233,1,0.855,0.855625,0
36.4,0.233,1,0.855,0.855625,0
41.6,0.233,1,0.855,0.855625,0
46.8,0.233,1,0.855,0.855625,0
52,0.233,1,0.855,0.855625,0
57.2,0.233,1,0.855,0.855625,0
62.4,0.233,1,0.855,0.855625,0
-20.8,0.234,1,0.854375,0.855,0.00425499
-15.6,0.234,1,0.854375,0.855,0.0117256
-10.4,0.234,1,0.854375,0.855,0.03231218
-5.2,0.234,1,0.854375,0.855,0.08904147
0,0.234,1,0.854375,0.855,0.21972498
5.2,0.234,1,0.854375,0.855,0.34869018
10.4,0.234,1,0.854375,0.855,0.2944483
15.6,0.234,1,0.854375,0.855,0.17585089
20.8,0.234,1,0.854375,0.855,0
26,0.234,1,0.854375,0.855,0
31.2,0.234,1,0.854375,0.855,0
36.4,0.234,1,0.854375,0.855,0
41.6,0.234,1,0.854375,0.855,0
46.8,0.234,1,0.854375,0.855,0
52,0.234,1,0.854375,0.855,0
57.2,0.234,1,0.854375,0.855,0
62.4,0.234,1,0.854375,0.855,0
-20.8,0.235,1,0.85375,0.854375,0.00425064
-15.6,0.235,1,0.85375,0.854375,0.01171356
-10.4,0.235,1,0.85375,0.854375,0.03227891
-5.2,0.235,1,0.85375,0.854375,0.08894948
0,0.235,1,0.85375,0.854375,0.21949717
5.2,0.235,1,0.85375,0.854375,0.34832707
10.4,0.235,1,0.85375,0.854375,0.29414022
15.6,0.235,1,0.85375,0.854375,0.17566629
20.8,0.235,1,0.85375,0.854375,0
26,0.235,1,0.85375,0.854375,0
31.2,0.235,1,0.85375,0.854375,0
36.4,0.235,1,0.85375,0.854375,0
41.6,0.235,1,0.85375,0.854375,0
46.8,0.235,1,0.85375,0.854375,0
52,0.235,1,0.85375,0.854375,0
57.2,0.235,1,0.85375,0.854375,0
62.4,0.235,1,0.85375,0.854375,0
-20.8,0.236,1,0.853125,0.85375,0.00424629
-15.6,0.236,1,0.853125,0.85375,0.01170153
-10.4,0.236,1,0.853125,0.85375,0.03224564
-5.2,0.236,1,0.853125,0.85375,0.08885748
0,0.236,1,0.853125,0.85375,0.21926936
5.2,0.236,1,0.853125,0.85375,0.34796395
10.4,0.236,1,0.853125,0.85375,0.29383214
15.6,0.236,1,0.853125,0.85375,0.17548169
20.8,0.236,1,0.853125,0.85375,0
26,0.236,1,0.853125,0.85375,0
31.2,0.236,1,0.853125,0.85375,0
36.4,0.236,1,0.853125,0.85375,0
41.6,0.236,1,0.853125,0.85375,0
46.8,0.236,1,0.853125,0.85375,0
52,0.236,1,0.853125,0.85375,0
57.2,0.236,1,0.853125,0.85375,0
62.4,0.236,1,0.853125,0.85375,0
-20.8,0.237,1,0.8525,0.853125,0.00424194
-15.6,0.237,1,0.8525,0.853125,0.0116895
-10.4,0.237,1,0.8525,0.853125,0.03221237
-5.2,0.237,1,0.8525,0.853125,0.08876548
0,0.237,1,0.8525,0.853125,0.21904155
5.2,0.237,1,0.8525,0.853125,0.34760084
10.4,0.237,1,0.8525,0.853125,0.29352406
15.6,0.237,1,0.8525,0.853125,0.17529708
20.8,0.237,1,0.8525,0.853125,0
26,0.237,1,0.8525,0.853125,0
31.2,0.237,1,0.8525,0.853125,0
36.4,0.237,1,0.8525,0.853125,0
41.6,0.237,1,0.8525,0.853125,0
46.8,0.237,1,0.8525,0.853125,0
52,0.237,1,0.8525,0.853125,0
57.2,0.237,1,0.8525,0.853125,0
62.4,0.237,1,0.8525,0.853125,0
-20.8,0.238,1,0.851875,0.8525,0.00423759
-15.6,0.238,1,0.851875,0.8525,0.01167747
-10.4,0.238,1,0.851875,0.8525,0.0321791
-5.2,0.238,1,0.851875,0.8525,0.08867349
0,0.238,1,0.851875,0.8525,0.21881374
5.2,0.238,1,0.851875,0.8525,0.34723772
10.4,0.238,1,0.851875,0.8525,0.29321598
15.6,0.238,1,0.851875,0.8525,0.17511248
20.8,0.238,1,0.851875,0.8525,0
26,0.238,1,0.851875,0.8525,0
31.2,0.238,1,0.851875,0.8525,0
36.4,0.238,1,0.851875,0.8525,0
41.6,0.238,1,0.851875,0.8525,0
46.8,0.238,1,0.851875,0.8525,0
52,0.238,1,0.851875,0.8525,0
57.2,0.238,1,0.851875,0.8525,0
62.4,0.238,1,0.851875,0.8525,0
-20.8,0.239,1,0.85125,0.851875,0.00423323
-15.6,0.239,1,0.85125,0.851875,0.01166544
-10.4,0.239,1,0.85125,0.851875,0.03214584
-5.2,0.239,1,0.85125,0.851875,0.08858149
0,0.239,1,0.85125,0.851875,0.21858592
5.2,0.239,1,0.85125,0.851875,0.34687461
10.4,0.239,1,0.85125,0.851875,0.29290789
15.6,0.239,1,0.85125,0.851875,0.17492788
20.8,0.239,1,0.85125,0.851875,0
26,0.239,1,0.85125,0.851875,0
31.2,0.239,1,0.85125,0.851875,0
36.4,0.239,1,0.85125,0.851875,0
41.6,0.239,1,0.85125,0.851875,0
46.8,0.239,1,0.85125,0.851875,0
52,0.239,1,0.85125,0.851875,0
57.2,0.239,1,0.85125,0.851875,0
62.4,0.239,1,0.85125,0.851875,0
-20.8,0.24,1,0.850625,0.85125,0.00422888
-15.6,0.24,1,0.850625,0.85125,0.01165341
-10.4,0.24,1,0.850625,0.85125,0.03211257
-5.2,0.24,1,0.850625,0.85125,0.08848949
0,0.24,1,0.850625,0.85125,0.21835811
5.2,0.24,1,0.850625,0.85125,0.34651149
10.4,0.24,1,0.850625,0.85125,0.29259981
15.6,0.24,1,0.850625,0.85125,0.17474328
20.8,0.24,1,0.850625,0.85125,0
26,0.24,1,0.850625,0.85125,0
31.2,0.24,1,0.850625,0.85125,0
36.4,0.24,1,0.850625,0.85125,0
41.6,0.24,1,0.850625,0.85125,0
46.8,0.24,1,0.850625,0.85125,0
52,0.24,1,0.850625,0.85125,0
57.2,0.24,1,0.850625,0.85125,0
62.4,0.24,1,0.850625,0.85125,0
-20.8,0.241,1,0.85,0.850625,0.00422453
-15.6,0.241,1,0.85,0.850625,0.01164138
-10.4,0.241,1,0.85,0.850625,0.0320793
-5.2,0.241,1,0.85,0.850625,0.0883975
0,0.241,1,0.85,0.850625,0.2181303
5.2,0.241,1,0.85,0.850625,0.34614838
10.4,0.241,1,0.85,0.850625,0.29229173
15.6,0.241,1,0.85,0.850625,0.17455867
