x,t,activation,stretch,stretch_prev,n
-20.8,0.001,1,1,1,0
-15.6,0.001,1,1,1,0
-10.4,0.001,1,1,1,0
-5.2,0.001,1,1,1,0
0,0.001,1,1,1,0
5.2,0.001,1,1,1,0.01430625
10.4,0.001,1,1,1,0.02836275
15.6,0.001,1,1,1,0.04217599
20.8,0.001,1,1,1,0
26,0.001,1,1,1,0
31.2,0.001,1,1,1,0
36.4,0.001,1,1,1,0
41.6,0.001,1,1,1,0
46.8,0.001,1,1,1,0
52,0.001,1,1,1,0
57.2,0.001,1,1,1,0
62.4,0.001,1,1,1,0
-20.8,0.002,1,0.999375,1,0
-15.6,0.002,1,0.999375,1,0
-10.4,0.002,1,0.999375,1,0
-5.2,0.002,1,0.999375,1,0
0,0.002,1,0.999375,1,0.00362878
5.2,0.002,1,0.999375,1,0.03107127
10.4,0.002,1,0.999375,1,0.05836007
15.6,0.002,1,0.999375,1,0.07057378
20.8,0.002,1,0.999375,1,0
26,0.002,1,0.999375,1,0
31.2,0.002,1,0.999375,1,0
36.4,0.002,1,0.999375,1,0
41.6,0.002,1,0.999375,1,0
46.8,0.002,1,0.999375,1,0
52,0.002,1,0.999375,1,0
57.2,0.002,1,0.999375,1,0
62.4,0.002,1,0.999375,1,0
-20.8,0.003,1,0.99875,0.999375,0
-15.6,0.003,1,0.99875,0.999375,0
-10.4,0.003,1,0.99875,0.999375,0
-5.2,0.003,1,0.99875,0.999375,0.00043432
0,0.003,1,0.99875,0.999375,0.00865955
5.2,0.003,1,0.99875,0.999375,0.04921217
10.4,0.003,1,0.99875,0.999375,0.08707527
15.6,0.003,1,0.99875,0.999375,0.09396442
20.8,0.003,1,0.99875,0.999375,0
26,0.003,1,0.99875,0.999375,0
31.2,0.003,1,0.99875,0.999375,0
36.4,0.003,1,0.99875,0.999375,0
41.6,0.003,1,0.99875,0.999375,0
46.8,0.003,1,0.99875,0.999375,0
52,0.003,1,0.99875,0.999375,0
57.2,0.003,1,0.99875,0.999375,0
62.4,0.003,1,0.99875,0.999375,0
-20.8,0.004,1,0.998125,0.99875,0
-15.6,0.004,1,0.998125,0.99875,0
-10.4,0.004,1,0.998125,0.99875,0.00004656
-5.2,0.004,1,0.998125,0.99875,0.00134204
0,0.004,1,0.998125,0.99875,0.01497063
5.2,0.004,1,0.998125,0.99875,0.0683636
10.4,0.004,1,0.998125,0.99875,0.1140871
15.6,0.004,1,0.998125,0.99875,0.11323079
20.8,0.004,1,0.998125,0.99875,0
26,0.004,1,0.998125,0.99875,0
31.2,0.004,1,0.998125,0.99875,0
36.4,0.004,1,0.998125,0.99875,0
41.6,0.004,1,0.998125,0.99875,0
46.8,0.004,1,0.998125,0.99875,0
52,0.004,1,0.998125,0.99875,0
57.2,0.004,1,0.998125,0.99875,0
62.4,0.004,1,0.998125,0.99875,0
-20.8,0.005,1,0.9975,0.998125,0
-15.6,0.005,1,0.9975,0.998125,0.00000499
-10.4,0.005,1,0.9975,0.998125,0.00017661
-5.2,0.005,1,0.9975,0.998125,0.00273627
0,0.005,1,0.9975,0.998125,0.02242044
5.2,0.005,1,0.9975,0.998125,0.08815992
10.4,0.005,1,0.9975,0.998125,0.13915317
15.6,0.005,1,0.9975,0.998125,0.1291001
20.8,0.005,1,0.9975,0.998125,0
26,0.005,1,0.9975,0.998125,0
31.2,0.005,1,0.9975,0.998125,0
36.4,0.005,1,0.9975,0.998125,0
41.6,0.005,1,0.9975,0.998125,0
46.8,0.005,1,0.9975,0.998125,0
52,0.005,1,0.9975,0.998125,0
57.2,0.005,1,0.9975,0.998125,0
62.4,0.005,1,0.9975,0.998125,0
-20.8,0.006,1,0.996875,0.9975,0.00000053
-15.6,0.006,1,0.996875,0.9975,0.00002244
-10.4,0.006,1,0.996875,0.9975,0.00041757
-5.2,0.006,1,0.996875,0.9975,0.004609
0,0.006,1,0.996875,0.9975,0.03084793
5.2,0.006,1,0.996875,0.9975,0.1082581
10.4,0.006,1,0.996875,0.9975,0.1621615
15.6,0.006,1,0.996875,0.9975,0.14217131
20.8,0.006,1,0.996875,0.9975,0
26,0.006,1,0.996875,0.9975,0
31.2,0.006,1,0.996875,0.9975,0
36.4,0.006,1,0.996875,0.9975,0
41.6,0.006,1,0.996875,0.9975,0
46.8,0.006,1,0.996875,0.9975,0
52,0.006,1,0.996875,0.9975,0
57.2,0.006,1,0.996875,0.9975,0
62.4,0.006,1,0.996875,0.9975,0
-20.8,0.007,1,0.99625,0.996875,0.00000278
-15.6,0.007,1,0.99625,0.996875,0.00006055
-10.4,0.007,1,0.99625,0.996875,0.00078785
-5.2,0.007,1,0.99625,0.996875,0.00693542
0,0.007,1,0.99625,0.996875,0.04008282
5.2,0.007,1,0.99625,0.996875,0.12835105
10.4,0.007,1,0.99625,0.996875,0.18309336
15.6,0.007,1,0.99625,0.996875,0.15293778
20.8,0.007,1,0.99625,0.996875,0
26,0.007,1,0.99625,0.996875,0
31.2,0.007,1,0.99625,0.996875,0
36.4,0.007,1,0.99625,0.996875,0
41.6,0.007,1,0.99625,0.996875,0
46.8,0.007,1,0.99625,0.996875,0
52,0.007,1,0.99625,0.996875,0
57.2,0.007,1,0.99625,0.996875,0
62.4,0.007,1,0.99625,0.996875,0
-20.8,0.008,1,0.995625,0.99625,0.00000845
-15.6,0.008,1,0.995625,0.99625,0.00012706
-10.4,0.008,1,0.995625,0.99625,0.00129774
-5.2,0.008,1,0.995625,0.99625,0.00967769
0,0.008,1,0.995625,0.99625,0.04995139
5.2,0.008,1,0.995625,0.99625,0.14817428
10.4,0.008,1,0.995625,0.99625,0.20199496
15.6,0.008,1,0.995625,0.99625,0.16180589
20.8,0.008,1,0.995625,0.99625,0
26,0.008,1,0.995625,0.99625,0
31.2,0.008,1,0.995625,0.99625,0
36.4,0.008,1,0.995625,0.99625,0
41.6,0.008,1,0.995625,0.99625,0
46.8,0.008,1,0.995625,0.99625,0
52,0.008,1,0.995625,0.99625,0
57.2,0.008,1,0.995625,0.99625,0
62.4,0.008,1,0.995625,0.99625,0
-20.8,0.009,1,0.995,0.995625,0.00001956
-15.6,0.009,1,0.995,0.995625,0.0002285
-10.4,0.009,1,0.995,0.995625,0.00195045
-5.2,0.009,1,0.995,0.995625,0.0127884
0,0.009,1,0.995,0.995625,0.06028279
5.2,0.009,1,0.995,0.995625,0.16750796
10.4,0.009,1,0.995,0.995625,0.21895605
15.6,0.009,1,0.995,0.995625,0.16911035
20.8,0.009,1,0.995,0.995625,0
26,0.009,1,0.995,0.995625,0
31.2,0.009,1,0.995,0.995625,0
36.4,0.009,1,0.995,0.995625,0
41.6,0.009,1,0.995,0.995625,0
46.8,0.009,1,0.995,0.995625,0
52,0.009,1,0.995,0.995625,0
57.2,0.009,1,0.995,0.995625,0
62.4,0.009,1,0.995,0.995625,0
-20.8,0.01,1,0.994375,0.995,0.00003826
-15.6,0.01,1,0.994375,0.995,0.00036984
-10.4,0.01,1,0.994375,0.995,0.00274313
-5.2,0.01,1,0.994375,0.995,0.01621374
0,0.01,1,0.994375,0.995,0.07091415
5.2,0.01,1,0.994375,0.995,0.18617592
10.4,0.01,1,0.994375,0.995,0.23409387
15.6,0.01,1,0.994375,0.995,0.17512689
20.8,0.01,1,0.994375,0.995,0
26,0.01,1,0.994375,0.995,0
31.2,0.01,1,0.994375,0.995,0
36.4,0.01,1,0.994375,0.995,0
41.6,0.01,1,0.994375,0.995,0
46.8,0.01,1,0.994375,0.995,0
52,0.01,1,0.994375,0.995,0
57.2,0.01,1,0.994375,0.995,0
62.4,0.01,1,0.994375,0.995,0
-20.8,0.011,1,0.99375,0.994375,0.00006656
-15.6,0.011,1,0.99375,0.994375,0.00055426
-10.4,0.011,1,0.99375,0.994375,0.00366801
-5.2,0.011,1,0.99375,0.994375,0.01989635
0,0.011,1,0.99375,0.994375,0.08169463
5.2,0.011,1,0.99375,0.994375,0.20404278
10.4,0.011,1,0.99375,0.994375,0.24754133
15.6,0.011,1,0.99375,0.994375,0.18008257
20.8,0.011,1,0.99375,0.994375,0
26,0.011,1,0.99375,0.994375,0
31.2,0.011,1,0.99375,0.994375,0
36.4,0.011,1,0.99375,0.994375,0
41.6,0.011,1,0.99375,0.994375,0
46.8,0.011,1,0.99375,0.994375,0
52,0.011,1,0.99375,0.994375,0
57.2,0.011,1,0.99375,0.994375,0
62.4,0.011,1,0.99375,0.994375,0
-20.8,0.012,1,0.993125,0.99375,0.00010625
-15.6,0.012,1,0.993125,0.99375,0.00078315
-10.4,0.012,1,0.993125,0.99375,0.00471349
-5.2,0.012,1,0.993125,0.99375,0.02377782
0,0.012,1,0.993125,0.99375,0.0924881
5.2,0.012,1,0.993125,0.99375,0.22100996
10.4,0.012,1,0.993125,0.99375,0.25943836
15.6,0.012,1,0.993125,0.99375,0.18416446
20.8,0.012,1,0.993125,0.99375,0
26,0.012,1,0.993125,0.99375,0
31.2,0.012,1,0.993125,0.99375,0
36.4,0.012,1,0.993125,0.99375,0
41.6,0.012,1,0.993125,0.99375,0
46.8,0.012,1,0.993125,0.99375,0
52,0.012,1,0.993125,0.99375,0
57.2,0.012,1,0.993125,0.99375,0
62.4,0.012,1,0.993125,0.99375,0
-20.8,0.013,1,0.9925,0.993125,0.0001587
-15.6,0.013,1,0.9925,0.993125,0.00105627
-10.4,0.013,1,0.9925,0.993125,0.00586515
-5.2,0.013,1,0.9925,0.993125,0.02780067
0,0.013,1,0.9925,0.993125,0.10317379
5.2,0.013,1,0.9925,0.993125,0.23701122
10.4,0.013,1,0.9925,0.993125,0.26992578
15.6,0.013,1,0.9925,0.993125,0.18752663
20.8,0.013,1,0.9925,0.993125,0
26,0.013,1,0.9925,0.993125,0
31.2,0.013,1,0.9925,0.993125,0
36.4,0.013,1,0.9925,0.993125,0
41.6,0.013,1,0.9925,0.993125,0
46.8,0.013,1,0.9925,0.993125,0
52,0.013,1,0.9925,0.993125,0
57.2,0.013,1,0.9925,0.993125,0
62.4,0.013,1,0.9925,0.993125,0
-20.8,0.014,1,0.991875,0.9925,0.00022488
-15.6,0.014,1,0.991875,0.9925,0.00137188
-10.4,0.014,1,0.991875,0.9925,0.00710667
-5.2,0.014,1,0.991875,0.9925,0.03191017
0,0.014,1,0.991875,0.9925,0.11365008
5.2,0.014,1,0.991875,0.9925,0.25200798
10.4,0.014,1,0.991875,0.9925,0.27914097
15.6,0.014,1,0.991875,0.9925,0.19029597
20.8,0.014,1,0.991875,0.9925,0
26,0.014,1,0.991875,0.9925,0
31.2,0.014,1,0.991875,0.9925,0
36.4,0.014,1,0.991875,0.9925,0
41.6,0.014,1,0.991875,0.9925,0
46.8,0.014,1,0.991875,0.9925,0
52,0.014,1,0.991875,0.9925,0
57.2,0.014,1,0.991875,0.9925,0
62.4,0.014,1,0.991875,0.9925,0
-20.8,0.015,1,0.99125,0.991875,0.00030528
-15.6,0.015,1,0.99125,0.991875,0.00172702
-10.4,0.015,1,0.99125,0.991875,0.00842068
-5.2,0.015,1,0.99125,0.991875,0.03605557
0,0.015,1,0.99125,0.991875,0.12383122
5.2,0.015,1,0.99125,0.991875,0.2659849
10.4,0.015,1,0.99125,0.991875,0.28721506
15.6,0.015,1,0.99125,0.991875,0.19257701
20.8,0.015,1,0.99125,0.991875,0
26,0.015,1,0.99125,0.991875,0
31.2,0.015,1,0.99125,0.991875,0
36.4,0.015,1,0.99125,0.991875,0
41.6,0.015,1,0.99125,0.991875,0
46.8,0.015,1,0.99125,0.991875,0
52,0.015,1,0.99125,0.991875,0
57.2,0.015,1,0.99125,0.991875,0
62.4,0.015,1,0.99125,0.991875,0
-20.8,0.016,1,0.990625,0.99125,0.00039991
-15.6,0.016,1,0.990625,0.99125,0.00211774
-10.4,0.016,1,0.990625,0.99125,0.00978956
-5.2,0.016,1,0.990625,0.99125,0.0401909
0,0.016,1,0.990625,0.99125,0.13364786
5.2,0.016,1,0.990625,0.99125,0.27894561
10.4,0.016,1,0.990625,0.99125,0.2942711
15.6,0.016,1,0.990625,0.99125,0.19445586
20.8,0.016,1,0.990625,0.99125,0
26,0.016,1,0.990625,0.99125,0
31.2,0.016,1,0.990625,0.99125,0
36.4,0.016,1,0.990625,0.99125,0
41.6,0.016,1,0.990625,0.99125,0
46.8,0.016,1,0.990625,0.99125,0
52,0.016,1,0.990625,0.99125,0
57.2,0.016,1,0.990625,0.99125,0
62.4,0.016,1,0.990625,0.99125,0
-20.8,0.017,1,0.99,0.990625,0.00050838
-15.6,0.017,1,0.99,0.990625,0.00253938
-10.4,0.017,1,0.99,0.990625,0.01119596
-5.2,0.017,1,0.99,0.990625,0.04427552
0,0.017,1,0.99,0.990625,0.14304598
5.2,0.017,1,0.99,0.990625,0.29090894
10.4,0.017,1,0.99,0.990625,0.30042307
15.6,0.017,1,0.99,0.990625,0.19600343
20.8,0.017,1,0.99,0.990625,0
26,0.017,1,0.99,0.990625,0
31.2,0.017,1,0.99,0.990625,0
36.4,0.017,1,0.99,0.990625,0
41.6,0.017,1,0.99,0.990625,0
46.8,0.017,1,0.99,0.990625,0
52,0.017,1,0.99,0.990625,0
57.2,0.017,1,0.99,0.990625,0
62.4,0.017,1,0.99,0.990625,0
-20.8,0.018,1,0.989375,0.99,0.00062989
-15.6,0.018,1,0.989375,0.99,0.00298679
-10.4,0.018,1,0.989375,0.99,0.01262332
-5.2,0.018,1,0.989375,0.99,0.04827435
0,0.018,1,0.989375,0.99,0.15198557
5.2,0.018,1,0.989375,0.99,0.30190552
10.4,0.018,1,0.989375,0.99,0.30577546
15.6,0.018,1,0.989375,0.99,0.19727813
20.8,0.018,1,0.989375,0.99,0
26,0.018,1,0.989375,0.99,0
31.2,0.018,1,0.989375,0.99,0
36.4,0.018,1,0.989375,0.99,0
41.6,0.018,1,0.989375,0.99,0
46.8,0.018,1,0.989375,0.99,0
52,0.018,1,0.989375,0.99,0
57.2,0.018,1,0.989375,0.99,0
62.4,0.018,1,0.989375,0.99,0
-20.8,0.019,1,0.98875,0.989375,0.00076335
-15.6,0.019,1,0.98875,0.989375,0.00345459
-10.4,0.019,1,0.98875,0.989375,0.01405623
-5.2,0.019,1,0.98875,0.989375,0.05215795
0,0.019,1,0.98875,0.989375,0.16043919
5.2,0.019,1,0.98875,0.989375,0.31197482
10.4,0.019,1,0.98875,0.989375,0.31042318
15.6,0.019,1,0.98875,0.989375,0.19832807
20.8,0.019,1,0.98875,0.989375,0
26,0.019,1,0.98875,0.989375,0
31.2,0.019,1,0.98875,0.989375,0
36.4,0.019,1,0.98875,0.989375,0
41.6,0.019,1,0.98875,0.989375,0
46.8,0.019,1,0.98875,0.989375,0
52,0.019,1,0.98875,0.989375,0
57.2,0.019,1,0.98875,0.989375,0
62.4,0.019,1,0.98875,0.989375,0
-20.8,0.02,1,0.988125,0.98875,0.00090739
-15.6,0.02,1,0.988125,0.98875,0.00393732
-10.4,0.02,1,0.988125,0.98875,0.01548069
-5.2,0.02,1,0.988125,0.98875,0.05590229
0,0.02,1,0.988125,0.98875,0.16839042
5.2,0.02,1,0.988125,0.98875,0.32116269
10.4,0.02,1,0.988125,0.98875,0.31445186
15.6,0.02,1,0.988125,0.98875,0.19919288
20.8,0.02,1,0.988125,0.98875,0
26,0.02,1,0.988125,0.98875,0
31.2,0.02,1,0.988125,0.98875,0
36.4,0.02,1,0.988125,0.98875,0
41.6,0.02,1,0.988125,0.98875,0
46.8,0.02,1,0.988125,0.98875,0
52,0.02,1,0.988125,0.98875,0
57.2,0.02,1,0.988125,0.98875,0
62.4,0.02,1,0.988125,0.98875,0
-20.8,0.021,1,0.9875,0.988125,0.00106048
-15.6,0.021,1,0.9875,0.988125,0.00442966
-10.4,0.021,1,0.9875,0.988125,0.01688429
-5.2,0.021,1,0.9875,0.988125,0.05948851
0,0.021,1,0.9875,0.988125,0.17583231
5.2,0.021,1,0.9875,0.988125,0.32951917
10.4,0.021,1,0.9875,0.988125,0.31793827
15.6,0.021,1,0.9875,0.988125,0.19990521
20.8,0.021,1,0.9875,0.988125,0
26,0.021,1,0.9875,0.988125,0
31.2,0.021,1,0.9875,0.988125,0
36.4,0.021,1,0.9875,0.988125,0
41.6,0.021,1,0.9875,0.988125,0
46.8,0.021,1,0.9875,0.988125,0
52,0.021,1,0.9875,0.988125,0
57.2,0.021,1,0.9875,0.988125,0
62.4,0.021,1,0.9875,0.988125,0
-20.8,0.022,1,0.986875,0.9875,0.00122096
-15.6,0.022,1,0.986875,0.9875,0.00492651
-10.4,0.022,1,0.986875,0.9875,0.01825626
-5.2,0.022,1,0.986875,0.9875,0.06290252
0,0.022,1,0.986875,0.9875,0.18276591
5.2,0.022,1,0.986875,0.9875,0.3370968
10.4,0.022,1,0.986875,0.9875,0.32095087
15.6,0.022,1,0.986875,0.9875,0.20049193
20.8,0.022,1,0.986875,0.9875,0
26,0.022,1,0.986875,0.9875,0
31.2,0.022,1,0.986875,0.9875,0
36.4,0.022,1,0.986875,0.9875,0
41.6,0.022,1,0.986875,0.9875,0
46.8,0.022,1,0.986875,0.9875,0
52,0.022,1,0.986875,0.9875,0
57.2,0.022,1,0.986875,0.9875,0
62.4,0.022,1,0.986875,0.9875,0
-20.8,0.023,1,0.98625,0.986875,0.00138714
-15.6,0.023,1,0.98625,0.986875,0.00542315
-10.4,0.023,1,0.98625,0.986875,0.0195875
-5.2,0.023,1,0.98625,0.986875,0.06613453
0,0.023,1,0.98625,0.986875,0.18919888
5.2,0.023,1,0.98625,0.986875,0.34394914
10.4,0.023,1,0.98625,0.986875,0.32355044
15.6,0.023,1,0.98625,0.986875,0.20097521
20.8,0.023,1,0.98625,0.986875,0
26,0.023,1,0.98625,0.986875,0
31.2,0.023,1,0.98625,0.986875,0
36.4,0.023,1,0.98625,0.986875,0
41.6,0.023,1,0.98625,0.986875,0
46.8,0.023,1,0.98625,0.986875,0
52,0.023,1,0.98625,0.986875,0
57.2,0.023,1,0.98625,0.986875,0
62.4,0.023,1,0.98625,0.986875,0
-20.8,0.024,1,0.985625,0.98625,0.00155729
-15.6,0.024,1,0.985625,0.98625,0.00591528
-10.4,0.024,1,0.985625,0.98625,0.02087059
-5.2,0.024,1,0.985625,0.98625,0.06917854
0,0.024,1,0.985625,0.98625,0.1951442
5.2,0.024,1,0.985625,0.98625,0.35012969
10.4,0.024,1,0.985625,0.98625,0.32579072
15.6,0.024,1,0.985625,0.98625,0.20137327
20.8,0.024,1,0.985625,0.98625,0
26,0.024,1,0.985625,0.98625,0
31.2,0.024,1,0.985625,0.98625,0
36.4,0.024,1,0.985625,0.98625,0
41.6,0.024,1,0.985625,0.98625,0
46.8,0.024,1,0.985625,0.98625,0
52,0.024,1,0.985625,0.98625,0
57.2,0.024,1,0.985625,0.98625,0
62.4,0.024,1,0.985625,0.98625,0
-20.8,0.025,1,0.985,0.985625,0.00172976
-15.6,0.025,1,0.985,0.985625,0.00639908
-10.4,0.025,1,0.985,0.985625,0.02209965
-5.2,0.025,1,0.985,0.985625,0.07203192
0,0.025,1,0.985,0.985625,0.20061902
5.2,0.025,1,0.985,0.985625,0.35569097
10.4,0.025,1,0.985,0.985625,0.32771906
15.6,0.025,1,0.985,0.985625,0.20170115
20.8,0.025,1,0.985,0.985625,0
26,0.025,1,0.985,0.985625,0
31.2,0.025,1,0.985,0.985625,0
36.4,0.025,1,0.985,0.985625,0
41.6,0.025,1,0.985,0.985625,0
46.8,0.025,1,0.985,0.985625,0
52,0.025,1,0.985,0.985625,0
57.2,0.025,1,0.985,0.985625,0
62.4,0.025,1,0.985,0.985625,0
-20.8,0.026,1,0.984375,0.985,0.00190297
-15.6,0.026,1,0.984375,0.985,0.00687121
-10.4,0.026,1,0.984375,0.985,0.02327026
-5.2,0.026,1,0.984375,0.985,0.07469486
0,0.026,1,0.984375,0.985,0.20564366
5.2,0.026,1,0.984375,0.985,0.36068385
10.4,0.026,1,0.984375,0.985,0.32937704
15.6,0.026,1,0.984375,0.985,0.20197122
20.8,0.026,1,0.984375,0.985,0
26,0.026,1,0.984375,0.985,0
31.2,0.026,1,0.984375,0.985,0
36.4,0.026,1,0.984375,0.985,0
41.6,0.026,1,0.984375,0.985,0
46.8,0.026,1,0.984375,0.985,0
52,0.026,1,0.984375,0.985,0
57.2,0.026,1,0.984375,0.985,0
62.4,0.026,1,0.984375,0.985,0
-20.8,0.027,1,0.98375,0.984375,0.00207544
-15.6,0.027,1,0.98375,0.984375,0.00732888
-10.4,0.027,1,0.98375,0.984375,0.02437932
-5.2,0.027,1,0.98375,0.984375,0.0771699
0,0.027,1,0.98375,0.984375,0.21024068
5.2,0.027,1,0.98375,0.984375,0.36515708
10.4,0.027,1,0.98375,0.984375,0.33080107
15.6,0.027,1,0.98375,0.984375,0.20219366
20.8,0.027,1,0.98375,0.984375,0
26,0.027,1,0.98375,0.984375,0
31.2,0.027,1,0.98375,0.984375,0
36.4,0.027,1,0.98375,0.984375,0
41.6,0.027,1,0.98375,0.984375,0
46.8,0.027,1,0.98375,0.984375,0
52,0.027,1,0.98375,0.984375,0
57.2,0.027,1,0.98375,0.984375,0
62.4,0.027,1,0.98375,0.984375,0
-20.8,0.028,1,0.983125,0.98375,0.00224585
-15.6,0.028,1,0.983125,0.98375,0.00776976
-10.4,0.028,1,0.983125,0.98375,0.02542495
-5.2,0.028,1,0.983125,0.98375,0.07946158
0,0.028,1,0.983125,0.98375,0.21443416
5.2,0.028,1,0.983125,0.98375,0.36915688
10.4,0.028,1,0.983125,0.98375,0.33202298
15.6,0.028,1,0.983125,0.98375,0.20237689
20.8,0.028,1,0.983125,0.98375,0
26,0.028,1,0.983125,0.98375,0
31.2,0.028,1,0.983125,0.98375,0
36.4,0.028,1,0.983125,0.98375,0
41.6,0.028,1,0.983125,0.98375,0
46.8,0.028,1,0.983125,0.98375,0
52,0.028,1,0.983125,0.98375,0
57.2,0.028,1,0.983125,0.98375,0
62.4,0.028,1,0.983125,0.98375,0
-20.8,0.029,1,0.9825,0.983125,0.00241301
-15.6,0.029,1,0.9825,0.983125,0.00819205
-10.4,0.029,1,0.9825,0.983125,0.02640628
-5.2,0.029,1,0.9825,0.983125,0.08157592
0,0.029,1,0.9825,0.983125,0.21824902
5.2,0.029,1,0.9825,0.983125,0.37272681
10.4,0.029,1,0.9825,0.983125,0.3330705
15.6,0.029,1,0.9825,0.983125,0.2025278
20.8,0.029,1,0.9825,0.983125,0
26,0.029,1,0.9825,0.983125,0
31.2,0.029,1,0.9825,0.983125,0
36.4,0.029,1,0.9825,0.983125,0
41.6,0.029,1,0.9825,0.983125,0
46.8,0.029,1,0.9825,0.983125,0
52,0.029,1,0.9825,0.983125,0
57.2,0.029,1,0.9825,0.983125,0
62.4,0.029,1,0.9825,0.983125,0
-20.8,0.03,1,0.981875,0.9825,0.00257588
-15.6,0.03,1,0.981875,0.9825,0.00859436
-10.4,0.03,1,0.981875,0.9825,0.02732338
-5.2,0.03,1,0.981875,0.9825,0.08352018
0,0.03,1,0.981875,0.9825,0.22171051
5.2,0.03,1,0.981875,0.9825,0.37590756
10.4,0.03,1,0.981875,0.9825,0.33396774
15.6,0.03,1,0.981875,0.9825,0.20265211
20.8,0.03,1,0.981875,0.9825,0
26,0.03,1,0.981875,0.9825,0
31.2,0.03,1,0.981875,0.9825,0
36.4,0.03,1,0.981875,0.9825,0
41.6,0.03,1,0.981875,0.9825,0
46.8,0.03,1,0.981875,0.9825,0
52,0.03,1,0.981875,0.9825,0
57.2,0.03,1,0.981875,0.9825,0
62.4,0.03,1,0.981875,0.9825,0
-20.8,0.031,1,0.98125,0.981875,0.0027336
-15.6,0.031,1,0.98125,0.981875,0.00897572
-10.4,0.031,1,0.98125,0.981875,0.02817704
-5.2,0.031,1,0.98125,0.981875,0.08530248
0,0.031,1,0.98125,0.981875,0.22484374
5.2,0.031,1,0.98125,0.981875,0.37873694
10.4,0.031,1,0.98125,0.981875,0.33473563
15.6,0.031,1,0.98125,0.981875,0.2027545
20.8,0.031,1,0.98125,0.981875,0
26,0.031,1,0.98125,0.981875,0
31.2,0.031,1,0.98125,0.981875,0
36.4,0.031,1,0.98125,0.981875,0
41.6,0.031,1,0.98125,0.981875,0
46.8,0.031,1,0.98125,0.981875,0
52,0.031,1,0.98125,0.981875,0
57.2,0.031,1,0.98125,0.981875,0
62.4,0.031,1,0.98125,0.981875,0
-20.8,0.032,1,0.980625,0.98125,0.00288545
-15.6,0.032,1,0.980625,0.98125,0.00933554
-10.4,0.032,1,0.980625,0.98125,0.02896871
-5.2,0.032,1,0.980625,0.98125,0.08693152
0,0.032,1,0.980625,0.98125,0.2276734
5.2,0.032,1,0.980625,0.98125,0.38124991
10.4,0.032,1,0.980625,0.98125,0.33539233
15.6,0.032,1,0.980625,0.98125,0.20283884
20.8,0.032,1,0.980625,0.98125,0
26,0.032,1,0.980625,0.98125,0
31.2,0.032,1,0.980625,0.98125,0
36.4,0.032,1,0.980625,0.98125,0
41.6,0.032,1,0.980625,0.98125,0
46.8,0.032,1,0.980625,0.98125,0
52,0.032,1,0.980625,0.98125,0
57.2,0.032,1,0.980625,0.98125,0
62.4,0.032,1,0.980625,0.98125,0
-20.8,0.033,1,0.98,0.980625,0.00303086
-15.6,0.033,1,0.98,0.980625,0.00967357
-10.4,0.033,1,0.98,0.980625,0.02970033
-5.2,0.033,1,0.98,0.980625,0.0884164
0,0.033,1,0.98,0.980625,0.23022338
5.2,0.033,1,0.98,0.980625,0.38347862
10.4,0.033,1,0.98,0.980625,0.33595353
15.6,0.033,1,0.98,0.980625,0.2029083
20.8,0.033,1,0.98,0.980625,0
26,0.033,1,0.98,0.980625,0
31.2,0.033,1,0.98,0.980625,0
36.4,0.033,1,0.98,0.980625,0
41.6,0.033,1,0.98,0.980625,0
46.8,0.033,1,0.98,0.980625,0
52,0.033,1,0.98,0.980625,0
57.2,0.033,1,0.98,0.980625,0
62.4,0.033,1,0.98,0.980625,0
-20.8,0.034,1,0.979375,0.98,0.0031694
-15.6,0.034,1,0.979375,0.98,0.00998983
-10.4,0.034,1,0.979375,0.98,0.03037426
-5.2,0.034,1,0.979375,0.98,0.08976637
0,0.034,1,0.979375,0.98,0.23251667
5.2,0.034,1,0.979375,0.98,0.38545251
10.4,0.034,1,0.979375,0.98,0.33643279
15.6,0.034,1,0.979375,0.98,0.20296552
20.8,0.034,1,0.979375,0.98,0
26,0.034,1,0.979375,0.98,0
31.2,0.034,1,0.979375,0.98,0
36.4,0.034,1,0.979375,0.98,0
41.6,0.034,1,0.979375,0.98,0
46.8,0.034,1,0.979375,0.98,0
52,0.034,1,0.979375,0.98,0
57.2,0.034,1,0.979375,0.98,0
62.4,0.034,1,0.979375,0.98,0
-20.8,0.035,1,0.97875,0.979375,0.00330077
-15.6,0.035,1,0.97875,0.979375,0.01028458
-10.4,0.035,1,0.97875,0.979375,0.03099313
-5.2,0.035,1,0.97875,0.979375,0.0909907
0,0.035,1,0.97875,0.979375,0.23457514
5.2,0.035,1,0.97875,0.979375,0.38719845
10.4,0.035,1,0.97875,0.979375,0.3368418
15.6,0.035,1,0.97875,0.979375,0.20301265
20.8,0.035,1,0.97875,0.979375,0
26,0.035,1,0.97875,0.979375,0
31.2,0.035,1,0.97875,0.979375,0
36.4,0.035,1,0.97875,0.979375,0
41.6,0.035,1,0.97875,0.979375,0
46.8,0.035,1,0.97875,0.979375,0
52,0.035,1,0.97875,0.979375,0
57.2,0.035,1,0.97875,0.979375,0
62.4,0.035,1,0.97875,0.979375,0
-20.8,0.036,1,0.978125,0.97875,0.0034248
-15.6,0.036,1,0.978125,0.97875,0.0105583
-10.4,0.036,1,0.978125,0.97875,0.0315598
-5.2,0.036,1,0.978125,0.97875,0.09209851
0,0.036,1,0.978125,0.97875,0.23641949
5.2,0.036,1,0.978125,0.97875,0.38874086
10.4,0.036,1,0.978125,0.97875,0.33719066
