x,a,l,lp,t,n
-3.64,1,0.9966,0.9968,0.017,0.00038409
-3.12,1,0.9966,0.9968,0.017,0.00098592
-2.6,1,0.9966,0.9968,0.017,0.00234093
-2.08,1,0.9966,0.9968,0.017,0.00521885
-1.56,1,0.9966,0.9968,0.017,0.0110603
-1.04,1,0.9966,0.9968,0.017,0.02250358
-0.52,1,0.9966,0.9968,0.017,0.0442973
0,1,0.9966,0.9968,0.017,0.07603725
0.52,1,0.9966,0.9968,0.017,0.10483021
1.04,1,0.9966,0.9968,0.017,0.12588557
1.56,1,0.9966,0.9968,0.017,0.14631454
2.08,1,0.9966,0.9968,0.017,0.16613579
2.6,1,0.9966,0.9968,0.017,0.1853674
3.12,1,0.9966,0.9968,0.017,0.20402696
3.64,1,0.9966,0.9968,0.017,0.22213148
4.16,1,0.9966,0.9968,0.017,0.23969751
4.68,1,0.9966,0.9968,0.017,0.25674107
5.2,1,0.9966,0.9968,0.017,0.27327773
5.72,1,0.9966,0.9968,0.017,0.28932257
6.24,1,0.9966,0.9968,0.017,0.30489024
6.76,1,0.9966,0.9968,0.017,0.31999493
7.28,1,0.9966,0.9968,0.017,0.33465031
7.8,1,0.9966,0.9968,0.017,0.34886831
8.32,1,0.9966,0.9968,0.017,0.36265177
8.84,1,0.9966,0.9968,0.017,0.37596263
9.36,1,0.9966,0.9968,0.017,0.38862576
9.88,1,0.9966,0.9968,0.017,0.40012232
10.4,1,0.9966,0.9968,0.017,0.40929425
10.92,1,0.9966,0.9968,0.017,0.41413892
11.44,1,0.9966,0.9968,0.017,0.41198853
11.96,1,0.9966,0.9968,0.017,0.40020442
12.48,1,0.9966,0.9968,0.017,0.37706511
13,1,0.9966,0.9968,0.017,0.34221209
13.52,1,0.9966,0.9968,0.017,0.29628277
14.04,1,0.9966,0.9968,0.017,0.24002033
14.56,1,0.9966,0.9968,0.017,0.1735092
15.08,1,0.9966,0.9968,0.017,0.09591265
15.6,1,0.9966,0.9968,0.017,0.02722828
16.12,1,0.9966,0.9968,0.017,0
16.64,1,0.9966,0.9968,0.017,0
17.16,1,0.9966,0.9968,0.017,0
17.68,1,0.9966,0.9968,0.017,0
18.2,1,0.9966,0.9968,0.017,0
18.72,1,0.9966,0.9968,0.017,0
19.24,1,0.9966,0.9968,0.017,0
19.76,1,0.9966,0.9968,0.017,0
20.28,1,0.9966,0.9968,0.017,0
-5.2,1,0.9964,0.9966,0.018,0.00002023
-4.68,1,0.9964,0.9966,0.018,0.00006677
-4.16,1,0.9964,0.9966,0.018,0.00019556
-3.64,1,0.9964,0.9966,0.018,0.00051837
-3.12,1,0.9964,0.9966,0.018,0.00126543
-2.6,1,0.9964,0.9966,0.018,0.00288806
-2.08,1,0.9964,0.9966,0.018,0.00624133
-1.56,1,0.9964,0.9966,0.018,0.01290568
-1.04,1,0.9964,0.9966,0.018,0.02574694
-0.52,1,0.9964,0.9966,0.018,0.04988064
0,1,0.9964,0.9966,0.018,0.08450603
0.52,1,0.9964,0.9966,0.018,0.11523136
1.04,1,0.9964,0.9966,0.018,0.13717819
1.56,1,0.9964,0.9966,0.018,0.15843431
2.08,1,0.9964,0.9966,0.018,0.17902147
2.6,1,0.9964,0.9966,0.018,0.19896077
3.12,1,0.9964,0.9966,0.018,0.21827261
3.64,1,0.9964,0.9966,0.018,0.23697675
4.16,1,0.9964,0.9966,0.018,0.25509234
4.68,1,0.9964,0.9966,0.018,0.27263791
5.2,1,0.9964,0.9966,0.018,0.28963142
5.72,1,0.9964,0.9966,0.018,0.30609025
6.24,1,0.9964,0.9966,0.018,0.32203124
6.76,1,0.9964,0.9966,0.018,0.33747064
7.28,1,0.9964,0.9966,0.018,0.35242358
7.8,1,0.9964,0.9966,0.018,0.36690039
8.32,1,0.9964,0.9966,0.018,0.38088943
8.84,1,0.9964,0.9966,0.018,0.39430006
9.36,1,0.9964,0.9966,0.018,0.40682503
9.88,1,0.9964,0.9966,0.018,0.41770643
10.4,1,0.9964,0.9966,0.018,0.42549133
10.92,1,0.9964,0.9966,0.018,0.42799685
11.44,1,0.9964,0.9966,0.018,0.42269837
11.96,1,0.9964,0.9966,0.018,0.40747738
12.48,1,0.9964,0.9966,0.018,0.38128963
13,1,0.9964,0.9966,0.018,0.34425339
13.52,1,0.9964,0.9966,0.018,0.29707778
14.04,1,0.9964,0.9966,0.018,0.24026003
14.56,1,0.9964,0.9966,0.018,0.173562
15.08,1,0.9964,0.9966,0.018,0.09592039
15.6,1,0.9964,0.9966,0.018,0.0272289
16.12,1,0.9964,0.9966,0.018,0
16.64,1,0.9964,0.9966,0.018,0
17.16,1,0.9964,0.9966,0.018,0
17.68,1,0.9964,0.9966,0.018,0
18.2,1,0.9964,0.9966,0.018,0
18.72,1,0.9964,0.9966,0.018,0
19.24,1,0.9964,0.9966,0.018,0
19.76,1,0.9964,0.9966,0.018,0
20.28,1,0.9964,0.9966,0.018,0
-5.2,1,0.9962,0.9964,0.019,0.0000324
-4.68,1,0.9962,0.9964,0.019,0.00009841
-4.16,1,0.9962,0.9964,0.019,0.00026956
-3.64,1,0.9962,0.9964,0.019,0.00067722
-3.12,1,0.9962,0.9964,0.019,0.00158417
-2.6,1,0.9962,0.9964,0.019,0.00349532
-2.08,1,0.9962,0.9964,0.019,0.00735372
-1.56,1,0.9962,0.9964,0.019,0.01488339
-1.04,1,0.9962,0.9964,0.019,0.0291827
-0.52,1,0.9962,0.9964,0.019,0.05574037
0,1,0.9962,0.9964,0.019,0.09332599
0.52,1,0.9962,0.9964,0.019,0.12598612
1.04,1,0.9962,0.9964,0.019,0.14877474
1.56,1,0.9962,0.9964,0.019,0.17080698
2.08,1,0.9962,0.9964,0.019,0.19210796
2.6,1,0.9962,0.9964,0.019,0.21270198
3.12,1,0.9962,0.9964,0.019,0.23261252
3.64,1,0.9962,0.9964,0.019,0.2518623
4.16,1,0.9962,0.9964,0.019,0.27047325
4.68,1,0.9962,0.9964,0.019,0.2884666
5.2,1,0.9962,0.9964,0.019,0.30586286
5.72,1,0.9962,0.9964,0.019,0.32268185
6.24,1,0.9962,0.9964,0.019,0.33894271
6.76,1,0.9962,0.9964,0.019,0.35466369
7.28,1,0.9962,0.9964,0.019,0.36986028
7.8,1,0.9962,0.9964,0.019,0.38453613
8.32,1,0.9962,0.9964,0.019,0.39865014
8.84,1,0.9962,0.9964,0.019,0.41202846
9.36,1,0.9962,0.9964,0.019,0.42419301
9.88,1,0.9962,0.9964,0.019,0.43413377
10.4,1,0.9962,0.9964,0.019,0.44016319
10.92,1,0.9962,0.9964,0.019,0.44006081
11.44,1,0.9962,0.9964,0.019,0.43159732
11.96,1,0.9962,0.9964,0.019,0.41322008
12.48,1,0.9962,0.9964,0.019,0.38445236
13,1,0.9962,0.9964,0.019,0.34570158
13.52,1,0.9962,0.9964,0.019,0.29761259
14.04,1,0.9962,0.9964,0.019,0.24041315
14.56,1,0.9962,0.9964,0.019,0.17359411
15.08,1,0.9962,0.9964,0.019,0.09592488
15.6,1,0.9962,0.9964,0.019,0.02722924
16.12,1,0.9962,0.9964,0.019,0
16.64,1,0.9962,0.9964,0.019,0
17.16,1,0.9962,0.9964,0.019,0
17.68,1,0.9962,0.9964,0.019,0
18.2,1,0.9962,0.9964,0.019,0
18.72,1,0.9962,0.9964,0.019,0
19.24,1,0.9962,0.9964,0.019,0
19.76,1,0.9962,0.9964,0.019,0
20.28,1,0.9962,0.9964,0.019,0
-5.2,1,0.996,0.9962,0.02,0.00004896
-4.68,1,0.996,0.9962,0.02,0.00013864
-4.16,1,0.996,0.9962,0.02,0.00035875
-3.64,1,0.996,0.9962,0.02,0.00086104
-3.12,1,0.996,0.9962,0.02,0.00194193
-2.6,1,0.996,0.9962,0.02,0.00416163
-2.08,1,0.996,0.9962,0.02,0.00855368
-1.56,1,0.996,0.9962,0.02,0.01698919
-1.04,1,0.996,0.9962,0.02,0.03280354
-0.52,1,0.996,0.9962,0.02,0.06186369
0,1,0.996,0.9962,0.02,0.1024782
0.52,1,0.996,0.9962,0.02,0.13707276
1.04,1,0.996,0.9962,0.02,0.16065254
1.56,1,0.996,0.9962,0.02,0.18340921
2.08,1,0.996,0.9962,0.02,0.20537152
2.6,1,0.996,0.9962,0.02,0.22656723
3.12,1,0.996,0.9962,0.02,0.24702311
3.64,1,0.996,0.9962,0.02,0.26676501
4.16,1,0.996,0.9962,0.02,0.28581787
4.68,1,0.996,0.9962,0.02,0.30420576
5.2,1,0.996,0.9962,0.02,0.32195189
5.72,1,0.996,0.9962,0.02,0.33907868
6.24,1,0.996,0.9962,0.02,0.3556076
6.76,1,0.996,0.9962,0.02,0.37155837
7.28,1,0.996,0.9962,0.02,0.38694415
7.8,1,0.996,0.9962,0.02,0.40175293
8.32,1,0.996,0.9962,0.02,0.4158932
8.84,1,0.996,0.9962,0.02,0.42907507
9.36,1,0.996,0.9962,0.02,0.44062298
9.88,1,0.996,0.9962,0.02,0.44929268
10.4,1,0.996,0.9962,0.02,0.45325408
10.92,1,0.996,0.9962,0.02,0.45039027
11.44,1,0.996,0.9962,0.02,0.4388695
11.96,1,0.996,0.9962,0.02,0.41768436
12.48,1,0.996,0.9962,0.02,0.38678777
13,1,0.996,0.9962,0.02,0.34671719
13.52,1,0.996,0.9962,0.02,0.29796908
14.04,1,0.996,0.9962,0.02,0.24051031
14.56,1,0.996,0.9962,0.02,0.17361355
15.08,1,0.996,0.9962,0.02,0.09592749
15.6,1,0.996,0.9962,0.02,0.02722944
16.12,1,0.996,0.9962,0.02,0
16.64,1,0.996,0.9962,0.02,0
17.16,1,0.996,0.9962,0.02,0
17.68,1,0.996,0.9962,0.02,0
18.2,1,0.996,0.9962,0.02,0
18.72,1,0.996,0.9962,0.02,0
19.24,1,0.996,0.9962,0.02,0
19.76,1,0.996,0.9962,0.02,0
20.28,1,0.996,0.9962,0.02,0
-5.2,1,0.9958,0.996,0.021,0.00007053
-4.68,1,0.9958,0.996,0.021,0.0001881
-4.16,1,0.9958,0.996,0.021,0.00046363
-3.64,1,0.9958,0.996,0.021,0.00106996
-3.12,1,0.9958,0.996,0.021,0.00233823
-2.6,1,0.9958,0.996,0.021,0.00488564
-2.08,1,0.9958,0.996,0.021,0.00983859
-1.56,1,0.9958,0.996,0.021,0.01921845
-1.04,1,0.9958,0.996,0.021,0.03660146
-0.52,1,0.9958,0.996,0.021,0.06823812
0,1,0.9958,0.996,0.021,0.11194485
0.52,1,0.9958,0.996,0.021,0.14846922
1.04,1,0.9958,0.996,0.021,0.17278874
1.56,1,0.9958,0.996,0.021,0.19621766
2.08,1,0.9958,0.996,0.021,0.2187886
2.6,1,0.9958,0.996,0.021,0.24053303
3.12,1,0.9958,0.996,0.021,0.26148123
3.64,1,0.9958,0.996,0.021,0.28166236
4.16,1,0.9958,0.996,0.021,0.30110455
4.68,1,0.9958,0.996,0.021,0.31983486
5.2,1,0.9958,0.996,0.021,0.33787936
5.72,1,0.9958,0.996,0.021,0.35526313
6.24,1,0.9958,0.996,0.021,0.37200979
6.76,1,0.9958,0.996,0.021,0.38813913
7.28,1,0.9958,0.996,0.021,0.40365675
7.8,1,0.9958,0.996,0.021,0.41852136
8.32,1,0.9958,0.996,0.021,0.43256591
8.84,1,0.9958,0.996,0.021,0.4453554
9.36,1,0.9958,0.996,0.021,0.45600963
9.88,1,0.9958,0.996,0.021,0.46309807
10.4,1,0.9958,0.996,0.021,0.46475718
10.92,1,0.9958,0.996,0.021,0.45909326
11.44,1,0.9958,0.996,0.021,0.4447194
11.96,1,0.9958,0.996,0.021,0.42110484
12.48,1,0.9958,0.996,0.021,0.38849051
13,1,0.9958,0.996,0.021,0.34742194
13.52,1,0.9958,0.996,0.021,0.29820472
14.04,1,0.9958,0.996,0.021,0.24057159
14.56,1,0.9958,0.996,0.021,0.17362527
15.08,1,0.9958,0.996,0.021,0.095929
15.6,1,0.9958,0.996,0.021,0.02722955
16.12,1,0.9958,0.996,0.021,0
16.64,1,0.9958,0.996,0.021,0
17.16,1,0.9958,0.996,0.021,0
17.68,1,0.9958,0.996,0.021,0
18.2,1,0.9958,0.996,0.021,0
18.72,1,0.9958,0.996,0.021,0
19.24,1,0.9958,0.996,0.021,0
19.76,1,0.9958,0.996,0.021,0
20.28,1,0.9958,0.996,0.021,0
-5.2,1,0.9956,0.9958,0.022,0.00009761
-4.68,1,0.9956,0.9958,0.022,0.00024727
-4.16,1,0.9956,0.9958,0.022,0.00058447
-3.64,1,0.9956,0.9958,0.022,0.00130386
-3.12,1,0.9956,0.9958,0.022,0.00277239
-2.6,1,0.9956,0.9958,0.022,0.00566584
-2.08,1,0.9956,0.9958,0.022,0.01120568
-1.56,1,0.9956,0.9958,0.022,0.02156634
-1.04,1,0.9956,0.9958,0.022,0.04056853
-0.52,1,0.9956,0.9958,0.022,0.07485063
0,1,0.9956,0.9958,0.022,0.12170671
0.52,1,0.9956,0.9958,0.022,0.16015315
1.04,1,0.9956,0.9958,0.022,0.18516035
1.56,1,0.9956,0.9958,0.022,0.20920899
2.08,1,0.9956,0.9958,0.022,0.23233584
2.6,1,0.9956,0.9958,0.022,0.25457625
3.12,1,0.9956,0.9958,0.022,0.27596424
3.64,1,0.9956,0.9958,0.022,0.29653247
4.16,1,0.9956,0.9958,0.022,0.31631241
4.68,1,0.9956,0.9958,0.022,0.33533426
5.2,1,0.9956,0.9958,0.022,0.35362707
5.72,1,0.9956,0.9958,0.022,0.37121853
6.24,1,0.9956,0.9958,0.022,0.38813373
6.76,1,0.9956,0.9958,0.022,0.40438958
7.28,1,0.9956,0.9958,0.022,0.41997557
7.8,1,0.9956,0.9958,0.022,0.4348032
8.32,1,0.9956,0.9958,0.022,0.44860402
8.84,1,0.9956,0.9958,0.022,0.46077898
9.36,1,0.9956,0.9958,0.022,0.47025925
9.88,1,0.9956,0.9958,0.022,0.47549969
10.4,1,0.9956,0.9958,0.022,0.47471273
10.92,1,0.9956,0.9958,0.022,0.46631305
11.44,1,0.9956,0.9958,0.022,0.44935583
11.96,1,0.9956,0.9958,0.022,0.42369043
12.48,1,0.9956,0.9958,0.022,0.3897175
13,1,0.9956,0.9958,0.022,0.34790623
13.52,1,0.9956,0.9958,0.022,0.2983593
14.04,1,0.9956,0.9958,0.022,0.24061002
14.56,1,0.9956,0.9958,0.022,0.17363232
15.08,1,0.9956,0.9958,0.022,0.09592988
15.6,1,0.9956,0.9958,0.022,0.02722961
16.12,1,0.9956,0.9958,0.022,0
16.64,1,0.9956,0.9958,0.022,0
17.16,1,0.9956,0.9958,0.022,0
17.68,1,0.9956,0.9958,0.022,0
18.2,1,0.9956,0.9958,0.022,0
18.72,1,0.9956,0.9958,0.022,0
19.24,1,0.9956,0.9958,0.022,0
19.76,1,0.9956,0.9958,0.022,0
20.28,1,0.9956,0.9958,0.022,0
-5.2,1,0.9954,0.9956,0.023,0.00013061
-4.68,1,0.9954,0.9956,0.023,0.00031647
-4.16,1,0.9954,0.9956,0.023,0.00072137
-3.64,1,0.9954,0.9956,0.023,0.00156245
-3.12,1,0.9954,0.9956,0.023,0.00324357
-2.6,1,0.9954,0.9956,0.023,0.00650056
-2.08,1,0.9954,0.9956,0.023,0.01265198
-1.56,1,0.9954,0.9956,0.023,0.02402784
-1.04,1,0.9954,0.9956,0.023,0.04469653
-0.52,1,0.9954,0.9956,0.023,0.08168774
0,1,0.9954,0.9956,0.023,0.13174429
0.52,1,0.9954,0.9956,0.023,0.17210198
1.04,1,0.9954,0.9956,0.023,0.19774433
1.56,1,0.9954,0.9956,0.023,0.22236001
2.08,1,0.9954,0.9956,0.023,0.24599013
2.6,1,0.9954,0.9956,0.023,0.26867419
3.12,1,0.9954,0.9956,0.023,0.29045008
3.64,1,0.9954,0.9956,0.023,0.31135417
4.16,1,0.9954,0.9956,0.023,0.3314214
4.68,1,0.9954,0.9956,0.023,0.35068526
5.2,1,0.9954,0.9956,0.023,0.3691778
5.72,1,0.9954,0.9956,0.023,0.38692902
6.24,1,0.9954,0.9956,0.023,0.40396386
6.76,1,0.9954,0.9956,0.023,0.42029118
7.28,1,0.9954,0.9956,0.023,0.43587218
7.8,1,0.9954,0.9956,0.023,0.45055054
8.32,1,0.9954,0.9956,0.023,0.46393432
8.84,1,0.9954,0.9956,0.023,0.47525672
9.36,1,0.9954,0.9956,0.023,0.4832989
9.88,1,0.9954,0.9956,0.023,0.48648593
10.4,1,0.9954,0.9956,0.023,0.48320157
10.92,1,0.9954,0.9956,0.023,0.4722143
11.44,1,0.9954,0.9956,0.023,0.45297959
11.96,1,0.9954,0.9956,0.023,0.42562053
12.48,1,0.9954,0.9956,0.023,0.39059214
13,1,0.9954,0.9956,0.023,0.34823605
13.52,1,0.9954,0.9956,0.023,0.29845999
14.04,1,0.9954,0.9956,0.023,0.24063399
14.56,1,0.9954,0.9956,0.023,0.17363654
15.08,1,0.9954,0.9956,0.023,0.09593038
15.6,1,0.9954,0.9956,0.023,0.02722965
16.12,1,0.9954,0.9956,0.023,0
16.64,1,0.9954,0.9956,0.023,0
17.16,1,0.9954,0.9956,0.023,0
17.68,1,0.9954,0.9956,0.023,0
18.2,1,0.9954,0.9956,0.023,0
18.72,1,0.9954,0.9956,0.023,0
19.24,1,0.9954,0.9956,0.023,0
19.76,1,0.9954,0.9956,0.023,0
20.28,1,0.9954,0.9956,0.023,0
-5.2,1,0.9952,0.9954,0.024,0.00016982
-4.68,1,0.9952,0.9954,0.024,0.00039587
-4.16,1,0.9952,0.9954,0.024,0.00087426
-3.64,1,0.9952,0.9954,0.024,0.00184532
-3.12,1,0.9952,0.9954,0.024,0.00375081
-2.6,1,0.9952,0.9954,0.024,0.00738801
-2.08,1,0.9952,0.9954,0.024,0.01417437
-1.56,1,0.9952,0.9954,0.024,0.02659781
-1.04,1,0.9952,0.9954,0.024,0.04897701
-0.52,1,0.9952,0.9954,0.024,0.08873568
0,1,0.9952,0.9954,0.024,0.14203787
0.52,1,0.9952,0.9954,0.024,0.18429298
1.04,1,0.9952,0.9954,0.024,0.21051768
1.56,1,0.9952,0.9954,0.024,0.23564769
2.08,1,0.9952,0.9954,0.024,0.25972873
2.6,1,0.9952,0.9954,0.024,0.2828046
3.12,1,0.9952,0.9954,0.024,0.3049173
3.64,1,0.9952,0.9954,0.024,0.32610703
4.16,1,0.9952,0.9954,0.024,0.34641233
4.68,1,0.9952,0.9954,0.024,0.36587007
5.2,1,0.9952,0.9954,0.024,0.3845152
5.72,1,0.9952,0.9954,0.024,0.40237917
6.24,1,0.9952,0.9954,0.024,0.41948373
6.76,1,0.9952,0.9954,0.024,0.43582173
7.28,1,0.9952,0.9954,0.024,0.45131084
7.8,1,0.9952,0.9954,0.024,0.46570634
8.32,1,0.9952,0.9954,0.024,0.47847917
8.84,1,0.9952,0.9954,0.024,0.48870884
9.36,1,0.9952,0.9954,0.024,0.49508306
9.88,1,0.9952,0.9954,0.024,0.49608333
10.4,1,0.9952,0.9954,0.024,0.49033587
10.92,1,0.9952,0.9954,0.024,0.47697027
11.44,1,0.9952,0.9954,0.024,0.45577498
11.96,1,0.9952,0.9954,0.024,0.42704457
12.48,1,0.9952,0.9954,0.024,0.39120937
13,1,0.9952,0.9954,0.024,0.34845883
13.52,1,0.9952,0.9954,0.024,0.29852515
14.04,1,0.9952,0.9954,0.024,0.24064888
14.56,1,0.9952,0.9954,0.024,0.17363906
15.08,1,0.9952,0.9954,0.024,0.09593067
15.6,1,0.9952,0.9954,0.024,0.02722967
16.12,1,0.9952,0.9954,0.024,0
16.64,1,0.9952,0.9954,0.024,0
17.16,1,0.9952,0.9954,0.024,0
17.68,1,0.9952,0.9954,0.024,0
18.2,1,0.9952,0.9954,0.024,0
18.72,1,0.9952,0.9954,0.024,0
19.24,1,0.9952,0.9954,0.024,0
19.76,1,0.9952,0.9954,0.024,0
20.28,1,0.9952,0.9954,0.024,0
-5.2,1,0.995,0.9952,0.025,0.00021544
-4.68,1,0.995,0.9952,0.025,0.00048555
-4.16,1,0.995,0.9952,0.025,0.00104297
-3.64,1,0.995,0.9952,0.025,0.00215193
-3.12,1,0.995,0.9952,0.025,0.00429303
-2.6,1,0.995,0.9952,0.025,0.00832628
-2.08,1,0.995,0.9952,0.025,0.01576964
-1.56,1,0.995,0.9952,0.025,0.02927091
-1.04,1,0.995,0.9952,0.025,0.05340128
-0.52,1,0.995,0.9952,0.025,0.09598044
0,1,0.995,0.9952,0.025,0.15256754
0.52,1,0.995,0.9952,0.025,0.19670336
1.04,1,0.995,0.9952,0.025,0.22345746
1.56,1,0.995,0.9952,0.025,0.24904925
2.08,1,0.995,0.9952,0.025,0.27352926
2.6,1,0.995,0.9952,0.025,0.2969458
3.12,1,0.995,0.9952,0.025,0.31934511
3.64,1,0.995,0.9952,0.025,0.34077137
4.16,1,0.995,0.9952,0.025,0.36126686
4.68,1,0.995,0.9952,0.025,0.38087179
5.2,1,0.995,0.9952,0.025,0.39962359
5.72,1,0.995,0.9952,0.025,0.41755344
6.24,1,0.995,0.9952,0.025,0.43467486
6.76,1,0.995,0.9952,0.025,0.45095397
7.28,1,0.995,0.9952,0.025,0.46624791
7.8,1,0.995,0.9952,0.025,0.4802066
8.32,1,0.995,0.9952,0.025,0.49216224
8.84,1,0.995,0.9952,0.025,0.50107202
9.36,1,0.995,0.9952,0.025,0.50559716
9.88,1,0.995,0.9952,0.025,0.50435252
10.4,1,0.995,0.9952,0.025,0.49624874
10.92,1,0.995,0.9952,0.025,0.48075232
11.44,1,0.995,0.9952,0.025,0.45790501
11.96,1,0.995,0.9952,0.025,0.42808386
12.48,1,0.995,0.9952,0.025,0.39164092
13,1,0.995,0.9952,0.025,0.34860814
13.52,1,0.995,0.9952,0.025,0.29856706
14.04,1,0.995,0.9952,0.025,0.24065809
14.56,1,0.995,0.9952,0.025,0.17364056
15.08,1,0.995,0.9952,0.025,0.09593084
15.6,1,0.995,0.9952,0.025,0.02722968
16.12,1,0.995,0.9952,0.025,0
16.64,1,0.995,0.9952,0.025,0
17.16,1,0.995,0.9952,0.025,0
17.68,1,0.995,0.9952,0.025,0
18.2,1,0.995,0.9952,0.025,0
18.72,1,0.995,0.9952,0.025,0
19.24,1,0.995,0.9952,0.025,0
19.76,1,0.995,0.9952,0.025,0
20.28,1,0.995,0.9952,0.025,0
-5.2,1,0.9948,0.995,0.026,0.0002676
-4.68,1,0.9948,0.995,0.026,0.00058547
-4.16,1,0.9948,0.995,0.026,0.00122725
-3.64,1,0.9948,0.995,0.026,0.00248168
-3.12,1,0.9948,0.995,0.026,0.00486908
-2.6,1,0.9948,0.995,0.026,0.00931336
-2.08,1,0.9948,0.995,0.026,0.01743444
-1.56,1,0.9948,0.995,0.026,0.03204168
-1.04,1,0.9948,0.995,0.026,0.05796045
-0.52,1,0.9948,0.995,0.026,0.10340783
0,1,0.9948,0.995,0.026,0.16331327
0.52,1,0.9948,0.995,0.026,0.20931032
1.04,1,0.9948,0.995,0.026,0.23654089
1.56,1,0.9948,0.995,0.026,0.26254221
2.08,1,0.9948,0.995,0.026,0.2873698
2.6,1,0.9948,0.995,0.026,0.31107667
3.12,1,0.9948,0.995,0.026,0.33371342
3.64,1,0.9948,0.995,0.026,0.35532836
4.16,1,0.9948,0.995,0.026,0.37596752
4.68,1,0.9948,0.995,0.026,0.3956743
5.2,1,0.9948,0.995,0.026,0.41448764
5.72,1,0.9948,0.995,0.026,0.43243537
6.24,1,0.9948,0.995,0.026,0.44951553
6.76,1,0.9948,0.995,0.026,0.46565451
7.28,1,0.9948,0.995,0.026,0.48063246
7.8,1,0.9948,0.995,0.026,0.49398397
8.32,1,0.9948,0.995,0.026,0.50491474
8.84,1,0.9948,0.995,0.026,0.51230481
9.36,1,0.9948,0.995,0.026,0.51485784
9.88,1,0.9948,0.995,0.026,0.51138169
10.4,1,0.9948,0.995,0.026,0.50108418
10.92,1,0.9948,0.995,0.026,0.48372207
11.44,1,0.9948,0.995,0.026,0.45950945
11.96,1,0.9948,0.995,0.026,0.42883466
12.48,1,0.9948,0.995,0.026,0.39194003
13,1,0.9948,0.995,0.026,0.34870751
13.52,1,0.9948,0.995,0.026,0.29859387
14.04,1,0.9948,0.995,0.026,0.24066375
14.56,1,0.9948,0.995,0.026,0.17364145
15.08,1,0.9948,0.995,0.026,0.09593094
15.6,1,0.9948,0.995,0.026,0.02722968
16.12,1,0.9948,0.995,0.026,0
16.64,1,0.9948,0.995,0.026,0
17.16,1,0.9948,0.995,0.026,0
17.68,1,0.9948,0.995,0.026,0
18.2,1,0.9948,0.995,0.026,0
18.72,1,0.9948,0.995,0.026,0
19.24,1,0.9948,0.995,0.026,0
19.76,1,0.9948,0.995,0.026,0
20.28,1,0.9948,0.995,0.026,0
-5.2,1,0.9946,0.9948,0.027,0.00032633
-4.68,1,0.9946,0.9948,0.027,0.00069553
-4.16,1,0.9946,0.9948,0.027,0.00142676
-3.64,1,0.9946,0.9948,0.027,0.00283387
-3.12,1,0.9946,0.9948,0.027,0.00547774
-2.6,1,0.9946,0.9948,0.027,0.01034718
-2.08,1,0.9946,0.9948,0.027,0.01916534
-1.56,1,0.9946,0.9948,0.027,0.0349045
-1.04,1,0.9946,0.9948,0.027,0.0626455
-0.52,1,0.9946,0.9948,0.027,0.11100353
0,1,0.9946,0.9948,0.027,0.17425497
0.52,1,0.9946,0.9948,0.027,0.22209112
1.04,1,0.9946,0.9948,0.027,0.24974542
1.56,1,0.9946,0.9948,0.027,0.27610447
2.08,1,0.9946,0.9948,0.027,0.30122895
2.6,1,0.9946,0.9948,0.027,0.32517671
3.12,1,0.9946,0.9948,0.027,0.34800287
3.64,1,0.9946,0.9948,0.027,0.36975994
4.16,1,0.9946,0.9948,0.027,0.39049765
4.68,1,0.9946,0.9948,0.027,0.41026207
5.2,1,0.9946,0.9948,0.027,0.42909182
5.72,1,0.9946,0.9948,0.027,0.44700664
6.24,1,0.9946,0.9948,0.027,0.46397967
6.76,1,0.9946,0.9948,0.027,0.47988348
7.28,1,0.9946,0.9948,0.027,0.49440806
7.8,1,0.9946,0.9948,0.027,0.50697229
8.32,1,0.9946,0.9948,0.027,0.51668103
8.84,1,0.9946,0.9948,0.027,0.52239084
9.36,1,0.9946,0.9948,0.027,0.52291051
9.88,1,0.9946,0.9948,0.027,0.51727888
10.4,1,0.9946,0.9948,0.027,0.50498833
10.92,1,0.9946,0.9948,0.027,0.48602626
11.44,1,0.9946,0.9948,0.027,0.46070497
11.96,1,0.9946,0.9948,0.027,0.42937194
12.48,1,0.9946,0.9948,0.027,0.39214568
13,1,0.9946,0.9948,0.027,0.3487732
13.52,1,0.9946,0.9948,0.027,0.29861094
14.04,1,0.9946,0.9948,0.027,0.24066723
14.56,1,0.9946,0.9948,0.027,0.17364198
15.08,1,0.9946,0.9948,0.027,0.09593099
15.6,1,0.9946,0.9948,0.027,0.02722969
16.12,1,0.9946,0.9948,0.027,0
16.64,1,0.9946,0.9948,0.027,0
17.16,1,0.9946,0.9948,0.027,0
17.68,1,0.9946,0.9948,0.027,0
18.2,1,0.9946,0.9948,0.027,0
18.72,1,0.9946,0.9948,0.027,0
19.24,1,0.9946,0.9948,0.027,0
19.76,1,0.9946,0.9948,0.027,0
20.28,1,0.9946,0.9948,0.027,0
-5.2,1,0.9944,0.9946,0.028,0.00039162
-4.68,1,0.9944,0.9946,0.028,0.00081557
-4.16,1,0.9944,0.9946,0.028,0.00164111
-3.64,1,0.9944,0.9946,0.028,0.00320777
-3.12,1,0.9944,0.9946,0.028,0.00611771
-2.6,1,0.9944,0.9946,0.028,0.01142558
-2.08,1,0.9944,0.9946,0.028,0.02095879
-1.56,1,0.9944,0.9946,0.028,0.03785364
-1.04,1,0.9944,0.9946,0.028,0.06744729
-0.52,1,0.9944,0.9946,0.028,0.11875314
0,1,0.9944,0.9946,0.028,0.18537251
