x,t,a,l,lp,n
2.08,0.595,1,0.9405,0.9406,0.78167825
2.6,0.595,1,0.9405,0.9406,0.78049951
3.12,0.595,1,0.9405,0.9406,0.77909689
3.64,0.595,1,0.9405,0.9406,0.77744011
4.16,0.595,1,0.9405,0.9406,0.77549112
4.68,0.595,1,0.9405,0.9406,0.7732026
5.2,0.595,1,0.9405,0.9406,0.77051591
5.72,0.595,1,0.9405,0.9406,0.76735849
6.24,0.595,1,0.9405,0.9406,0.7636405
6.76,0.595,1,0.9405,0.9406,0.75925055
7.28,0.595,1,0.9405,0.9406,0.75405018
7.8,0.595,1,0.9405,0.9406,0.74786669
8.32,0.595,1,0.9405,0.9406,0.74048401
8.84,0.595,1,0.9405,0.9406,0.73163067
9.36,0.595,1,0.9405,0.9406,0.72096421
9.88,0.595,1,0.9405,0.9406,0.70805072
10.4,0.595,1,0.9405,0.9406,0.69233794
10.92,0.595,1,0.9405,0.9406,0.67311965
11.44,0.595,1,0.9405,0.9406,0.64948848
11.96,0.595,1,0.9405,0.9406,0.6202729
12.48,0.595,1,0.9405,0.9406,0.58395292
13,0.595,1,0.9405,0.9406,0.53854661
13.52,0.595,1,0.9405,0.9406,0.48145661
14.04,0.595,1,0.9405,0.9406,0.4092618
14.56,0.595,1,0.9405,0.9406,0.31743292
15.08,0.595,1,0.9405,0.9406,0.19994256
15.6,0.595,1,0.9405,0.9406,0.06912291
16.12,0.595,1,0.9405,0.9406,0
16.64,0.595,1,0.9405,0.9406,0
17.16,0.595,1,0.9405,0.9406,0
17.68,0.595,1,0.9405,0.9406,0
18.2,0.595,1,0.9405,0.9406,0
18.72,0.595,1,0.9405,0.9406,0
19.24,0.595,1,0.9405,0.9406,0
19.76,0.595,1,0.9405,0.9406,0
20.28,0.595,1,0.9405,0.9406,0
-5.2,0.596,1,0.9404,0.9405,0.00039443
-4.68,0.596,1,0.9404,0.9405,0.00082707
-4.16,0.596,1,0.9404,0.9405,0.00173426
-3.64,0.596,1,0.9404,0.9405,0.00363645
-3.12,0.596,1,0.9404,0.9405,0.00762495
-2.6,0.596,1,0.9404,0.9405,0.01598792
-2.08,0.596,1,0.9404,0.9405,0.03352298
-1.56,0.596,1,0.9404,0.9405,0.07028926
-1.04,0.596,1,0.9404,0.9405,0.14737758
-0.52,0.596,1,0.9404,0.9405,0.30900829
0,0.596,1,0.9404,0.9405,0.58051579
0.52,0.596,1,0.9404,0.9405,0.78398187
1.04,0.596,1,0.9404,0.9405,0.78335147
1.56,0.596,1,0.9404,0.9405,0.78255248
2.08,0.596,1,0.9404,0.9405,0.78157185
2.6,0.596,1,0.9404,0.9405,0.78039147
3.12,0.596,1,0.9404,0.9405,0.77898755
3.64,0.596,1,0.9404,0.9405,0.77732976
4.16,0.596,1,0.9404,0.9405,0.77538005
4.68,0.596,1,0.9404,0.9405,0.77309107
5.2,0.596,1,0.9404,0.9405,0.77040416
5.72,0.596,1,0.9404,0.9405,0.76724674
6.24,0.596,1,0.9404,0.9405,0.76352896
6.76,0.596,1,0.9404,0.9405,0.75913942
7.28,0.596,1,0.9404,0.9405,0.75393965
7.8,0.596,1,0.9404,0.9405,0.74775697
8.32,0.596,1,0.9404,0.9405,0.7403753
8.84,0.596,1,0.9404,0.9405,0.73152321
9.36,0.596,1,0.9404,0.9405,0.72085828
9.88,0.596,1,0.9404,0.9405,0.70794667
10.4,0.596,1,0.9404,0.9405,0.69223617
10.92,0.596,1,0.9404,0.9405,0.67302069
11.44,0.596,1,0.9404,0.9405,0.64939297
11.96,0.596,1,0.9404,0.9405,0.62018166
12.48,0.596,1,0.9404,0.9405,0.58386702
13,0.596,1,0.9404,0.9405,0.53846736
13.52,0.596,1,0.9404,0.9405,0.48138575
14.04,0.596,1,0.9404,0.9405,0.40920155
14.56,0.596,1,0.9404,0.9405,0.31738618
15.08,0.596,1,0.9404,0.9405,0.19991312
15.6,0.596,1,0.9404,0.9405,0.06911272
16.12,0.596,1,0.9404,0.9405,0
16.64,0.596,1,0.9404,0.9405,0
17.16,0.596,1,0.9404,0.9405,0
17.68,0.596,1,0.9404,0.9405,0
18.2,0.596,1,0.9404,0.9405,0
18.72,0.596,1,0.9404,0.9405,0
19.24,0.596,1,0.9404,0.9405,0
19.76,0.596,1,0.9404,0.9405,0
20.28,0.596,1,0.9404,0.9405,0
-5.2,0.597,1,0.9403,0.9404,0.0003944
-4.68,0.597,1,0.9403,0.9404,0.000827
-4.16,0.597,1,0.9403,0.9404,0.00173409
-3.64,0.597,1,0.9403,0.9404,0.00363608
-3.12,0.597,1,0.9403,0.9404,0.00762415
-2.6,0.597,1,0.9403,0.9404,0.01598619
-2.08,0.597,1,0.9403,0.9404,0.03351923
-1.56,0.597,1,0.9403,0.9404,0.07028116
-1.04,0.597,1,0.9403,0.9404,0.14736014
-0.52,0.597,1,0.9403,0.9404,0.30897083
0,0.597,1,0.9403,0.9404,0.58044384
0.52,0.597,1,0.9403,0.9404,0.78388223
1.04,0.597,1,0.9403,0.9404,0.78324896
1.56,0.597,1,0.9403,0.9404,0.7824476
2.08,0.597,1,0.9403,0.9404,0.78146502
2.6,0.597,1,0.9403,0.9404,0.78028306
3.12,0.597,1,0.9403,0.9404,0.7788779
3.64,0.597,1,0.9403,0.9404,0.77721917
4.16,0.597,1,0.9403,0.9404,0.77526879
4.68,0.597,1,0.9403,0.9404,0.77297939
5.2,0.597,1,0.9403,0.9404,0.7702923
5.72,0.597,1,0.9403,0.9404,0.76713491
6.24,0.597,1,0.9403,0.9404,0.76341737
6.76,0.597,1,0.9403,0.9404,0.75902826
7.28,0.597,1,0.9403,0.9404,0.7538291
7.8,0.597,1,0.9403,0.9404,0.74764723
8.32,0.597,1,0.9403,0.9404,0.74026658
8.84,0.597,1,0.9403,0.9404,0.73141575
9.36,0.597,1,0.9403,0.9404,0.72075235
9.88,0.597,1,0.9403,0.9404,0.70784261
10.4,0.597,1,0.9403,0.9404,0.6921344
10.92,0.597,1,0.9403,0.9404,0.67292172
11.44,0.597,1,0.9403,0.9404,0.64929746
11.96,0.597,1,0.9403,0.9404,0.62009043
12.48,0.597,1,0.9403,0.9404,0.58378111
13,0.597,1,0.9403,0.9404,0.53838812
13.52,0.597,1,0.9403,0.9404,0.48131489
14.04,0.597,1,0.9403,0.9404,0.4091413
14.56,0.597,1,0.9403,0.9404,0.31733943
15.08,0.597,1,0.9403,0.9404,0.19988367
15.6,0.597,1,0.9403,0.9404,0.06910254
16.12,0.597,1,0.9403,0.9404,0
16.64,0.597,1,0.9403,0.9404,0
17.16,0.597,1,0.9403,0.9404,0
17.68,0.597,1,0.9403,0.9404,0
18.2,0.597,1,0.9403,0.9404,0
18.72,0.597,1,0.9403,0.9404,0
19.24,0.597,1,0.9403,0.9404,0
19.76,0.597,1,0.9403,0.9404,0
20.28,0.597,1,0.9403,0.9404,0
-5.2,0.598,1,0.9402,0.9403,0.00039436
-4.68,0.598,1,0.9402,0.9403,0.00082692
-4.16,0.598,1,0.9402,0.9403,0.00173392
-3.64,0.598,1,0.9402,0.9403,0.00363571
-3.12,0.598,1,0.9402,0.9403,0.00762334
-2.6,0.598,1,0.9402,0.9403,0.01598443
-2.08,0.598,1,0.9402,0.9403,0.03351543
-1.56,0.598,1,0.9402,0.9403,0.07027298
-1.04,0.598,1,0.9402,0.9403,0.14734255
-0.52,0.598,1,0.9402,0.9403,0.30893307
0,0.598,1,0.9402,0.9403,0.58037137
0.52,0.598,1,0.9402,0.9403,0.78378195
1.04,0.598,1,0.9402,0.9403,0.7831459
1.56,0.598,1,0.9402,0.9403,0.78234224
2.08,0.598,1,0.9402,0.9403,0.78135778
2.6,0.598,1,0.9402,0.9403,0.78017431
3.12,0.598,1,0.9402,0.9403,0.77876796
3.64,0.598,1,0.9402,0.9403,0.77710834
4.16,0.598,1,0.9402,0.9403,0.77515734
4.68,0.598,1,0.9402,0.9403,0.77286757
5.2,0.598,1,0.9402,0.9403,0.77018034
5.72,0.598,1,0.9402,0.9403,0.76702301
6.24,0.598,1,0.9402,0.9403,0.76330573
6.76,0.598,1,0.9402,0.9403,0.75891706
7.28,0.598,1,0.9402,0.9403,0.75371854
7.8,0.598,1,0.9402,0.9403,0.74753748
8.32,0.598,1,0.9402,0.9403,0.74015785
8.84,0.598,1,0.9402,0.9403,0.73130828
9.36,0.598,1,0.9402,0.9403,0.72064642
9.88,0.598,1,0.9402,0.9403,0.70773855
10.4,0.598,1,0.9402,0.9403,0.69203263
10.92,0.598,1,0.9402,0.9403,0.67282276
11.44,0.598,1,0.9402,0.9403,0.64920195
11.96,0.598,1,0.9402,0.9403,0.6199992
12.48,0.598,1,0.9402,0.9403,0.5836952
13,0.598,1,0.9402,0.9403,0.53830887
13.52,0.598,1,0.9402,0.9403,0.48124403
14.04,0.598,1,0.9402,0.9403,0.40908106
14.56,0.598,1,0.9402,0.9403,0.31729269
15.08,0.598,1,0.9402,0.9403,0.19985422
15.6,0.598,1,0.9402,0.9403,0.06909236
16.12,0.598,1,0.9402,0.9403,0
16.64,0.598,1,0.9402,0.9403,0
17.16,0.598,1,0.9402,0.9403,0
17.68,0.598,1,0.9402,0.9403,0
18.2,0.598,1,0.9402,0.9403,0
18.72,0.598,1,0.9402,0.9403,0
19.24,0.598,1,0.9402,0.9403,0
19.76,0.598,1,0.9402,0.9403,0
20.28,0.598,1,0.9402,0.9403,0
-5.2,0.599,1,0.9401,0.9402,0.00039432
-4.68,0.599,1,0.9401,0.9402,0.00082684
-4.16,0.599,1,0.9401,0.9402,0.00173374
-3.64,0.599,1,0.9401,0.9402,0.00363533
-3.12,0.599,1,0.9401,0.9402,0.00762252
-2.6,0.599,1,0.9401,0.9402,0.01598266
-2.08,0.599,1,0.9401,0.9402,0.0335116
-1.56,0.599,1,0.9401,0.9402,0.07026473
-1.04,0.599,1,0.9401,0.9402,0.14732481
-0.52,0.599,1,0.9401,0.9402,0.30889503
0,0.599,1,0.9401,0.9402,0.58029839
0.52,0.599,1,0.9401,0.9402,0.78368104
1.04,0.599,1,0.9401,0.9402,0.7830423
1.56,0.599,1,0.9401,0.9402,0.78223642
2.08,0.599,1,0.9401,0.9402,0.78125015
2.6,0.599,1,0.9401,0.9402,0.78006522
3.12,0.599,1,0.9401,0.9402,0.77865775
3.64,0.599,1,0.9401,0.9402,0.77699729
4.16,0.599,1,0.9401,0.9402,0.77504572
4.68,0.599,1,0.9401,0.9402,0.77275563
5.2,0.599,1,0.9401,0.9402,0.77006828
5.72,0.599,1,0.9401,0.9402,0.76691104
6.24,0.599,1,0.9401,0.9402,0.76319404
6.76,0.599,1,0.9401,0.9402,0.75880584
7.28,0.599,1,0.9401,0.9402,0.75360795
7.8,0.599,1,0.9401,0.9402,0.74742772
8.32,0.599,1,0.9401,0.9402,0.74004912
8.84,0.599,1,0.9401,0.9402,0.73120081
9.36,0.599,1,0.9401,0.9402,0.72054049
9.88,0.599,1,0.9401,0.9402,0.70763449
10.4,0.599,1,0.9401,0.9402,0.69193086
10.92,0.599,1,0.9401,0.9402,0.67272379
11.44,0.599,1,0.9401,0.9402,0.64910643
11.96,0.599,1,0.9401,0.9402,0.61990797
12.48,0.599,1,0.9401,0.9402,0.58360929
13,0.599,1,0.9401,0.9402,0.53822963
13.52,0.599,1,0.9401,0.9402,0.48117317
14.04,0.599,1,0.9401,0.9402,0.40902081
14.56,0.599,1,0.9401,0.9402,0.31724595
15.08,0.599,1,0.9401,0.9402,0.19982477
15.6,0.599,1,0.9401,0.9402,0.06908218
16.12,0.599,1,0.9401,0.9402,0
16.64,0.599,1,0.9401,0.9402,0
17.16,0.599,1,0.9401,0.9402,0
17.68,0.599,1,0.9401,0.9402,0
18.2,0.599,1,0.9401,0.9402,0
18.72,0.599,1,0.9401,0.9402,0
19.24,0.599,1,0.9401,0.9402,0
19.76,0.599,1,0.9401,0.9402,0
20.28,0.599,1,0.9401,0.9402,0
-5.2,0.6,1,0.94,0.9401,0.00039429
-4.68,0.6,1,0.94,0.9401,0.00082676
-4.16,0.6,1,0.94,0.9401,0.00173357
-3.64,0.6,1,0.94,0.9401,0.00363495
-3.12,0.6,1,0.94,0.9401,0.00762169
-2.6,0.6,1,0.94,0.9401,0.01598087
-2.08,0.6,1,0.94,0.9401,0.03350773
-1.56,0.6,1,0.94,0.9401,0.0702564
-1.04,0.6,1,0.94,0.9401,0.14730693
-0.52,0.6,1,0.94,0.9401,0.3088567
0,0.6,1,0.94,0.9401,0.58022492
0.52,0.6,1,0.94,0.9401,0.78357953
1.04,0.6,1,0.94,0.9401,0.78293818
1.56,0.6,1,0.94,0.9401,0.78213015
2.08,0.6,1,0.94,0.9401,0.78114213
2.6,0.6,1,0.94,0.9401,0.77995582
3.12,0.6,1,0.94,0.9401,0.77854728
3.64,0.6,1,0.94,0.9401,0.77688604
4.16,0.6,1,0.94,0.9401,0.77493394
4.68,0.6,1,0.94,0.9401,0.77264356
5.2,0.6,1,0.94,0.9401,0.76995613
5.72,0.6,1,0.94,0.9401,0.76679902
6.24,0.6,1,0.94,0.9401,0.76308232
6.76,0.6,1,0.94,0.9401,0.75869459
7.28,0.6,1,0.94,0.9401,0.75349735
7.8,0.6,1,0.94,0.9401,0.74731795
8.32,0.6,1,0.94,0.9401,0.73994039
8.84,0.6,1,0.94,0.9401,0.73109334
9.36,0.6,1,0.94,0.9401,0.72043455
9.88,0.6,1,0.94,0.9401,0.70753043
10.4,0.6,1,0.94,0.9401,0.69182909
10.92,0.6,1,0.94,0.9401,0.67262482
11.44,0.6,1,0.94,0.9401,0.64901092
11.96,0.6,1,0.94,0.9401,0.61981673
12.48,0.6,1,0.94,0.9401,0.58352338
13,0.6,1,0.94,0.9401,0.53815038
13.52,0.6,1,0.94,0.9401,0.48110231
14.04,0.6,1,0.94,0.9401,0.40896056
14.56,0.6,1,0.94,0.9401,0.31719921
15.08,0.6,1,0.94,0.9401,0.19979533
15.6,0.6,1,0.94,0.9401,0.069072
16.12,0.6,1,0.94,0.9401,0
16.64,0.6,1,0.94,0.9401,0
17.16,0.6,1,0.94,0.9401,0
17.68,0.6,1,0.94,0.9401,0
18.2,0.6,1,0.94,0.9401,0
18.72,0.6,1,0.94,0.9401,0
19.24,0.6,1,0.94,0.9401,0
19.76,0.6,1,0.94,0.9401,0
20.28,0.6,1,0.94,0.9401,0
-5.2,0.601,1,0.9399,0.94,0.00039425
-4.68,0.601,1,0.9399,0.94,0.00082668
-4.16,0.601,1,0.9399,0.94,0.00173339
-3.64,0.601,1,0.9399,0.94,0.00363456
-3.12,0.601,1,0.9399,0.94,0.00762086
-2.6,0.601,1,0.9399,0.94,0.01597906
-2.08,0.601,1,0.9399,0.94,0.03350383
-1.56,0.601,1,0.9399,0.94,0.07024801
-1.04,0.601,1,0.9399,0.94,0.1472889
-0.52,0.601,1,0.9399,0.94,0.30881809
0,0.601,1,0.9399,0.94,0.58015097
0.52,0.601,1,0.9399,0.94,0.78347744
1.04,0.601,1,0.9399,0.94,0.78283355
1.56,0.601,1,0.9399,0.94,0.78202344
2.08,0.601,1,0.9399,0.94,0.78103375
2.6,0.601,1,0.9399,0.94,0.77984612
3.12,0.601,1,0.9399,0.94,0.77843656
3.64,0.601,1,0.9399,0.94,0.77677459
4.16,0.601,1,0.9399,0.94,0.77482201
4.68,0.601,1,0.9399,0.94,0.77253137
5.2,0.601,1,0.9399,0.94,0.7698439
5.72,0.601,1,0.9399,0.94,0.76668693
6.24,0.601,1,0.9399,0.94,0.76297055
6.76,0.601,1,0.9399,0.94,0.75858332
7.28,0.601,1,0.9399,0.94,0.75338674
7.8,0.601,1,0.9399,0.94,0.74720818
8.32,0.601,1,0.9399,0.94,0.73983165
8.84,0.601,1,0.9399,0.94,0.73098586
9.36,0.601,1,0.9399,0.94,0.72032862
9.88,0.601,1,0.9399,0.94,0.70742637
10.4,0.601,1,0.9399,0.94,0.69172732
10.92,0.601,1,0.9399,0.94,0.67252586
11.44,0.601,1,0.9399,0.94,0.64891541
11.96,0.601,1,0.9399,0.94,0.6197255
12.48,0.601,1,0.9399,0.94,0.58343748
13,0.601,1,0.9399,0.94,0.53807114
13.52,0.601,1,0.9399,0.94,0.48103145
14.04,0.601,1,0.9399,0.94,0.40890031
14.56,0.601,1,0.9399,0.94,0.31715247
15.08,0.601,1,0.9399,0.94,0.19976588
15.6,0.601,1,0.9399,0.94,0.06906182
16.12,0.601,1,0.9399,0.94,0
16.64,0.601,1,0.9399,0.94,0
17.16,0.601,1,0.9399,0.94,0
17.68,0.601,1,0.9399,0.94,0
18.2,0.601,1,0.9399,0.94,0
18.72,0.601,1,0.9399,0.94,0
19.24,0.601,1,0.9399,0.94,0
19.76,0.601,1,0.9399,0.94,0
20.28,0.601,1,0.9399,0.94,0
-5.2,0.602,1,0.9398,0.9399,0.00039421
-4.68,0.602,1,0.9398,0.9399,0.00082659
-4.16,0.602,1,0.9398,0.9399,0.00173321
-3.64,0.602,1,0.9398,0.9399,0.00363417
-3.12,0.602,1,0.9398,0.9399,0.00762001
-2.6,0.602,1,0.9398,0.9399,0.01597723
-2.08,0.602,1,0.9398,0.9399,0.03349989
-1.56,0.602,1,0.9398,0.9399,0.07023954
-1.04,0.602,1,0.9398,0.9399,0.14727074
-0.52,0.602,1,0.9398,0.9399,0.30877922
0,0.602,1,0.9398,0.9399,0.58007655
0.52,0.602,1,0.9398,0.9399,0.78337479
1.04,0.602,1,0.9398,0.9399,0.78272843
1.56,0.602,1,0.9398,0.9399,0.78191632
2.08,0.602,1,0.9398,0.9399,0.78092502
2.6,0.602,1,0.9398,0.9399,0.77973613
3.12,0.602,1,0.9398,0.9399,0.77832561
3.64,0.602,1,0.9398,0.9399,0.77666296
4.16,0.602,1,0.9398,0.9399,0.77470994
4.68,0.602,1,0.9398,0.9399,0.77241909
5.2,0.602,1,0.9398,0.9399,0.7697316
5.72,0.602,1,0.9398,0.9399,0.7665748
6.24,0.602,1,0.9398,0.9399,0.76285876
6.76,0.602,1,0.9398,0.9399,0.75847202
7.28,0.602,1,0.9398,0.9399,0.75327611
7.8,0.602,1,0.9398,0.9399,0.74709839
8.32,0.602,1,0.9398,0.9399,0.73972291
8.84,0.602,1,0.9398,0.9399,0.73087839
9.36,0.602,1,0.9398,0.9399,0.72022269
9.88,0.602,1,0.9398,0.9399,0.70732231
10.4,0.602,1,0.9398,0.9399,0.69162555
10.92,0.602,1,0.9398,0.9399,0.67242689
11.44,0.602,1,0.9398,0.9399,0.6488199
11.96,0.602,1,0.9398,0.9399,0.61963427
12.48,0.602,1,0.9398,0.9399,0.58335157
13,0.602,1,0.9398,0.9399,0.53799189
13.52,0.602,1,0.9398,0.9399,0.48096059
14.04,0.602,1,0.9398,0.9399,0.40884006
14.56,0.602,1,0.9398,0.9399,0.31710573
15.08,0.602,1,0.9398,0.9399,0.19973643
15.6,0.602,1,0.9398,0.9399,0.06905163
16.12,0.602,1,0.9398,0.9399,0
16.64,0.602,1,0.9398,0.9399,0
17.16,0.602,1,0.9398,0.9399,0
17.68,0.602,1,0.9398,0.9399,0
18.2,0.602,1,0.9398,0.9399,0
18.72,0.602,1,0.9398,0.9399,0
19.24,0.602,1,0.9398,0.9399,0
19.76,0.602,1,0.9398,0.9399,0
20.28,0.602,1,0.9398,0.9399,0
-5.2,0.603,1,0.9397,0.9398,0.00039417
-4.68,0.603,1,0.9397,0.9398,0.00082651
-4.16,0.603,1,0.9397,0.9398,0.00173303
-3.64,0.603,1,0.9397,0.9398,0.00363378
-3.12,0.603,1,0.9397,0.9398,0.00761915
-2.6,0.603,1,0.9397,0.9398,0.01597538
-2.08,0.603,1,0.9397,0.9398,0.03349591
-1.56,0.603,1,0.9397,0.9398,0.070231
-1.04,0.603,1,0.9397,0.9398,0.14725245
-0.52,0.603,1,0.9397,0.9398,0.30874008
0,0.603,1,0.9397,0.9398,0.58000169
0.52,0.603,1,0.9397,0.9398,0.78327158
1.04,0.603,1,0.9397,0.9398,0.78262285
1.56,0.603,1,0.9397,0.9398,0.78180881
2.08,0.603,1,0.9397,0.9398,0.78081596
2.6,0.603,1,0.9397,0.9398,0.77962586
3.12,0.603,1,0.9397,0.9398,0.77821444
3.64,0.603,1,0.9397,0.9398,0.77655115
4.16,0.603,1,0.9397,0.9398,0.77459774
4.68,0.603,1,0.9397,0.9398,0.7723067
5.2,0.603,1,0.9397,0.9398,0.76961923
5.72,0.603,1,0.9397,0.9398,0.76646262
6.24,0.603,1,0.9397,0.9398,0.76274693
6.76,0.603,1,0.9397,0.9398,0.75836071
7.28,0.603,1,0.9397,0.9398,0.75316548
7.8,0.603,1,0.9397,0.9398,0.74698861
8.32,0.603,1,0.9397,0.9398,0.73961416
8.84,0.603,1,0.9397,0.9398,0.73077091
9.36,0.603,1,0.9397,0.9398,0.72011675
9.88,0.603,1,0.9397,0.9398,0.70721825
10.4,0.603,1,0.9397,0.9398,0.69152377
10.92,0.603,1,0.9397,0.9398,0.67232793
11.44,0.603,1,0.9397,0.9398,0.64872439
11.96,0.603,1,0.9397,0.9398,0.61954304
12.48,0.603,1,0.9397,0.9398,0.58326566
13,0.603,1,0.9397,0.9398,0.53791265
13.52,0.603,1,0.9397,0.9398,0.48088973
14.04,0.603,1,0.9397,0.9398,0.40877981
14.56,0.603,1,0.9397,0.9398,0.31705899
15.08,0.603,1,0.9397,0.9398,0.19970699
15.6,0.603,1,0.9397,0.9398,0.06904145
16.12,0.603,1,0.9397,0.9398,0
16.64,0.603,1,0.9397,0.9398,0
17.16,0.603,1,0.9397,0.9398,0
17.68,0.603,1,0.9397,0.9398,0
18.2,0.603,1,0.9397,0.9398,0
18.72,0.603,1,0.9397,0.9398,0
19.24,0.603,1,0.9397,0.9398,0
19.76,0.603,1,0.9397,0.9398,0
20.28,0.603,1,0.9397,0.9398,0
-5.2,0.604,1,0.9396,0.9397,0.00039413
-4.68,0.604,1,0.9396,0.9397,0.00082643
-4.16,0.604,1,0.9396,0.9397,0.00173284
-3.64,0.604,1,0.9396,0.9397,0.00363338
-3.12,0.604,1,0.9396,0.9397,0.00761829
-2.6,0.604,1,0.9396,0.9397,0.01597351
-2.08,0.604,1,0.9396,0.9397,0.0334919
-1.56,0.604,1,0.9396,0.9397,0.0702224
-1.04,0.604,1,0.9396,0.9397,0.14723402
-0.52,0.604,1,0.9396,0.9397,0.3087007
0,0.604,1,0.9396,0.9397,0.57992638
0.52,0.604,1,0.9396,0.9397,0.78316785
1.04,0.604,1,0.9396,0.9397,0.78251681
1.56,0.604,1,0.9396,0.9397,0.78170091
2.08,0.604,1,0.9396,0.9397,0.78070658
2.6,0.604,1,0.9396,0.9397,0.77951534
3.12,0.604,1,0.9396,0.9397,0.77810307
3.64,0.604,1,0.9396,0.9397,0.77643919
4.16,0.604,1,0.9396,0.9397,0.77448542
4.68,0.604,1,0.9396,0.9397,0.77219423
5.2,0.604,1,0.9396,0.9397,0.7695068
5.72,0.604,1,0.9396,0.9397,0.7663504
6.24,0.604,1,0.9396,0.9397,0.76263508
6.76,0.604,1,0.9396,0.9397,0.75824939
7.28,0.604,1,0.9396,0.9397,0.75305483
7.8,0.604,1,0.9396,0.9397,0.74687881
8.32,0.604,1,0.9396,0.9397,0.73950541
8.84,0.604,1,0.9396,0.9397,0.73066343
9.36,0.604,1,0.9396,0.9397,0.72001081
9.88,0.604,1,0.9396,0.9397,0.70711419
10.4,0.604,1,0.9396,0.9397,0.691422
10.92,0.604,1,0.9396,0.9397,0.67222896
11.44,0.604,1,0.9396,0.9397,0.64862888
11.96,0.604,1,0.9396,0.9397,0.6194518
12.48,0.604,1,0.9396,0.9397,0.58317975
13,0.604,1,0.9396,0.9397,0.5378334
13.52,0.604,1,0.9396,0.9397,0.48081887
14.04,0.604,1,0.9396,0.9397,0.40871957
14.56,0.604,1,0.9396,0.9397,0.31701225
15.08,0.604,1,0.9396,0.9397,0.19967754
15.6,0.604,1,0.9396,0.9397,0.06903127
16.12,0.604,1,0.9396,0.9397,0
16.64,0.604,1,0.9396,0.9397,0
17.16,0.604,1,0.9396,0.9397,0
17.68,0.604,1,0.9396,0.9397,0
18.2,0.604,1,0.9396,0.9397,0
18.72,0.604,1,0.9396,0.9397,0
19.24,0.604,1,0.9396,0.9397,0
19.76,0.604,1,0.9396,0.9397,0
20.28,0.604,1,0.9396,0.9397,0
-5.2,0.605,1,0.9395,0.9396,0.00039409
-4.68,0.605,1,0.9395,0.9396,0.00082634
-4.16,0.605,1,0.9395,0.9396,0.00173266
-3.64,0.605,1,0.9395,0.9396,0.00363297
-3.12,0.605,1,0.9395,0.9396,0.00761741
-2.6,0.605,1,0.9395,0.9396,0.01597163
-2.08,0.605,1,0.9395,0.9396,0.03348786
-1.56,0.605,1,0.9395,0.9396,0.07021373
-1.04,0.605,1,0.9395,0.9396,0.14721547
-0.52,0.605,1,0.9395,0.9396,0.30866106
0,0.605,1,0.9395,0.9396,0.57985065
0.52,0.605,1,0.9395,0.9396,0.7830636
1.04,0.605,1,0.9395,0.9396,0.78241034
1.56,0.605,1,0.9395,0.9396,0.78159264
2.08,0.605,1,0.9395,0.9396,0.7805969
2.6,0.605,1,0.9395,0.9396,0.77940457
3.12,0.605,1,0.9395,0.9396,0.77799149
3.64,0.605,1,0.9395,0.9396,0.77632707
4.16,0.605,1,0.9395,0.9396,0.77437299
4.68,0.605,1,0.9395,0.9396,0.77208168
5.2,0.605,1,0.9395,0.9396,0.76939431
5.72,0.605,1,0.9395,0.9396,0.76623814
6.24,0.605,1,0.9395,0.9396,0.7625232
6.76,0.605,1,0.9395,0.9396,0.75813804
7.28,0.605,1,0.9395,0.9396,0.75294418
7.8,0.605,1,0.9395,0.9396,0.74676902
8.32,0.605,1,0.9395,0.9396,0.73939666
8.84,0.605,1,0.9395,0.9396,0.73055595
9.36,0.605,1,0.9395,0.9396,0.71990488
9.88,0.605,1,0.9395,0.9396,0.70701013
10.4,0.605,1,0.9395,0.9396,0.69132023
10.92,0.605,1,0.9395,0.9396,0.67212999
11.44,0.605,1,0.9395,0.9396,0.64853337
11.96,0.605,1,0.9395,0.9396,0.61936057
12.48,0.605,1,0.9395,0.9396,0.58309384
13,0.605,1,0.9395,0.9396,0.53775416
13.52,0.605,1,0.9395,0.9396,0.48074801
14.04,0.605,1,0.9395,0.9396,0.40865932
14.56,0.605,1,0.9395,0.9396,0.31696551
15.08,0.605,1,0.9395,0.9396,0.19964809
15.6,0.605,1,0.9395,0.9396,0.06902109
16.12,0.605,1,0.9395,0.9396,0
16.64,0.605,1,0.9395,0.9396,0
17.16,0.605,1,0.9395,0.9396,0
17.68,0.605,1,0.9395,0.9396,0
18.2,0.605,1,0.9395,0.9396,0
18.72,0.605,1,0.9395,0.9396,0
19.24,0.605,1,0.9395,0.9396,0
19.76,0.605,1,0.9395,0.9396,0
20.28,0.605,1,0.9395,0.9396,0
-5.2,0.606,1,0.9394,0.9395,0.00039405
-4.68,0.606,1,0.9394,0.9395,0.00082625
-4.16,0.606,1,0.9394,0.9395,0.00173247
-3.64,0.606,1,0.9394,0.9395,0.00363256
-3.12,0.606,1,0.9394,0.9395,0.00761653
-2.6,0.606,1,0.9394,0.9395,0.01596973
-2.08,0.606,1,0.9394,0.9395,0.03348378
-1.56,0.606,1,0.9394,0.9395,0.07020499
-1.04,0.606,1,0.9394,0.9395,0.14719679
-0.52,0.606,1,0.9394,0.9395,0.30862119
0,0.606,1,0.9394,0.9395,0.57977451
0.52,0.606,1,0.9394,0.9395,0.78295885
1.04,0.606,1,0.9394,0.9395,0.78230344
1.56,0.606,1,0.9394,0.9395,0.78148403
2.08,0.606,1,0.9394,0.9395,0.78048693
2.6,0.606,1,0.9394,0.9395,0.77929356
3.12,0.606,1,0.9394,0.9395,0.77787974
3.64,0.606,1,0.9394,0.9395,0.77621481
