0.001000, 1.000000, 0.023834, 2.165244
0.002000, 0.999375, 0.043372, 4.173327
0.003000, 0.998750, 0.060902, 6.100468
0.004000, 0.998125, 0.076582, 7.948348
0.005000, 0.997500, 0.090560, 9.717943
0.006000, 0.996875, 0.102976, 11.409650
0.007000, 0.996250, 0.113963, 13.023603
0.008000, 0.995625, 0.123645, 14.559829
0.009000, 0.995000, 0.132141, 16.018396
0.010000, 0.994375, 0.139563, 17.399532
0.011000, 0.993750, 0.146016, 18.703704
0.012000, 0.993125, 0.151598, 19.931676
0.013000, 0.992500, 0.156401, 21.084511
0.014000, 0.991875, 0.160510, 22.163659
0.015000, 0.991250, 0.164005, 23.170869
0.016000, 0.990625, 0.166958, 24.108193
0.017000, 0.990000, 0.169434, 24.977955
0.018000, 0.989375, 0.171496, 25.782714
0.019000, 0.988750, 0.173196, 26.525220
0.020000, 0.988125, 0.174585, 27.208379
0.021000, 0.987500, 0.175705, 27.835201
0.022000, 0.986875, 0.176597, 28.408769
0.023000, 0.986250, 0.177295, 28.932193
0.024000, 0.985625, 0.177829, 29.408584
0.025000, 0.985000, 0.178227, 29.841017
0.026000, 0.984375, 0.178511, 30.232509
0.027000, 0.983750, 0.178701, 30.585996
0.028000, 0.983125, 0.178815, 30.904312
0.029000, 0.982500, 0.178868, 31.190179
0.030000, 0.981875, 0.178873, 31.446192
0.031000, 0.981250, 0.178839, 31.674814
0.032000, 0.980625, 0.178777, 31.878371
0.033000, 0.980000, 0.178693, 32.059045
0.034000, 0.979375, 0.178594, 32.218881
0.035000, 0.978750, 0.178485, 32.359780
0.036000, 0.978125, 0.178370, 32.483511
0.037000, 0.977500, 0.178253, 32.591707
0.038000, 0.976875, 0.178135, 32.685873
0.039000, 0.976250, 0.178018, 32.767394
0.040000, 0.975625, 0.177906, 32.837537
0.041000, 0.975000, 0.177797, 32.897460
0.042000, 0.974375, 0.177694, 32.948220
0.043000, 0.973750, 0.177597, 32.990774
0.044000, 0.973125, 0.177506, 33.025995
0.045000, 0.972500, 0.177421, 33.054668
0.046000, 0.971875, 0.177343, 33.077506
