0.001000,0.047929,5.958268
0.002000,0.061998,7.463862
0.003000,0.075355,8.889750
0.004000,0.088051,10.243126
0.005000,0.100137,11.530659
0.006000,0.111656,12.758444
0.007000,0.122650,13.931956
0.008000,0.133157,15.056100
0.009000,0.143210,16.135208
0.010000,0.152838,17.173102
0.011000,0.162068,18.173168
0.012000,0.170925,19.138352
0.013000,0.179431,20.071275
0.014000,0.187605,20.974232
0.015000,0.195466,21.849262
0.016000,0.203030,22.698163
0.017000,0.210313,23.522522
0.018000,0.217330,24.323785
0.019000,0.224094,25.103229
0.020000,0.230618,25.861982
0.021000,0.236915,26.601083
0.022000,0.242994,27.321450
0.023000,0.248868,28.023924
0.024000,0.254545,28.709241
0.025000,0.260036,29.378082
0.026000,0.265349,30.031070
0.027000,0.270492,30.668730
0.028000,0.275474,31.291577
0.029000,0.280301,31.900049
0.030000,0.284981,32.494569
0.031000,0.289519,33.075498
0.032000,0.293921,33.643164
0.033000,0.298194,34.197884
0.034000,0.302342,34.739939
0.035000,0.306370,35.269580
0.036000,0.310283,35.787063
0.037000,0.314084,36.292606
0.038000,0.317778,36.786420
0.039000,0.321369,37.268712
0.040000,0.324859,37.739677
0.041000,0.328253,38.199492
0.042000,0.331552,38.648351
0.043000,0.334761,39.086417
0.044000,0.337881,39.513865
0.045000,0.340915,39.930866
0.046000,0.343866,40.337585
0.047000,0.346736,40.734190
0.048000,0.349528,41.120844
0.049000,0.352242,41.497715
0.050000,0.354882,41.864971
0.051000,0.357449,42.222767
0.052000,0.359946,42.571273
0.053000,0.362373,42.910655
0.054000,0.364733,43.241084
0.055000,0.367027,43.562723
0.056000,0.369257,43.875740
0.057000,0.371425,44.180309
0.058000,0.373532,44.476596
0.059000,0.375580,44.764770
0.060000,0.377570,45.045012
0.061000,0.379503,45.317482
0.062000,0.381381,45.582367
0.063000,0.383206,45.839828
0.064000,0.384978,46.090047
0.065000,0.386700,46.333180
0.066000,0.388372,46.569425
0.067000,0.389996,46.798943
0.068000,0.391573,47.021893
0.069000,0.393104,47.238460
0.070000,0.394590,47.448812
0.071000,0.396034,47.653111
0.072000,0.397435,47.851536
0.073000,0.398796,48.044240
0.074000,0.400117,48.231386
0.075000,0.401399,48.413136
0.076000,0.402644,48.589657
0.077000,0.403853,48.761098
0.078000,0.405026,48.927606
0.079000,0.406166,49.089351
0.080000,0.407272,49.246463
0.081000,0.408346,49.399091
0.082000,0.409389,49.547392
0.083000,0.410401,49.691490
0.084000,0.411385,49.831521
0.085000,0.412340,49.967623
0.086000,0.413268,50.099934
0.087000,0.414170,50.228565
0.088000,0.415046,50.353644
0.089000,0.415897,50.475296
0.090000,0.416724,50.593631
0.091000,0.417528,50.708778
0.092000,0.418309,50.820834
0.093000,0.419069,50.929907
0.094000,0.419808,51.036101
0.095000,0.420527,51.139525
0.096000,0.421226,51.240270
0.097000,0.421906,51.338428
0.098000,0.422568,51.434102
