0.099000,0.423213,51.527365
0.100000,0.423840,51.618318
0.101000,0.424452,51.707042
0.102000,0.425047,51.793609
0.103000,0.425627,51.878106
0.104000,0.426193,51.960598
0.105000,0.426744,52.041168
0.106000,0.427281,52.119884
0.107000,0.427805,52.196804
0.108000,0.428317,52.272009
0.109000,0.428816,52.345554
0.110000,0.429303,52.417496
0.111000,0.429779,52.487894
0.112000,0.430244,52.556804
0.113000,0.430698,52.624295
0.114000,0.431141,52.690406
0.115000,0.431575,52.755184
0.116000,0.431999,52.818685
0.117000,0.432414,52.880949
0.118000,0.432820,52.942031
0.119000,0.433217,53.001969
0.120000,0.433606,53.060803
0.121000,0.433987,53.118569
0.122000,0.434361,53.175319
0.123000,0.434726,53.231079
0.124000,0.435085,53.285888
0.125000,0.435436,53.339781
0.126000,0.435781,53.392785
0.127000,0.436120,53.444941
0.128000,0.436452,53.496274
0.129000,0.436778,53.546807
0.130000,0.437098,53.596582
0.131000,0.437412,53.645614
0.132000,0.437721,53.693938
0.133000,0.438025,53.741576
0.134000,0.438323,53.788547
0.135000,0.438617,53.834876
0.136000,0.438906,53.880594
0.137000,0.439190,53.925704
0.138000,0.439470,53.970240
0.139000,0.439745,54.014222
0.140000,0.440016,54.057660
0.141000,0.440283,54.100577
0.142000,0.440546,54.142992
0.143000,0.440806,54.184921
0.144000,0.441061,54.226378
0.145000,0.441313,54.267366
0.146000,0.441562,54.307927
0.147000,0.441807,54.348054
0.148000,0.442049,54.387770
0.149000,0.442287,54.427079
0.150000,0.442523,54.465995
0.151000,0.442756,54.504542
0.152000,0.442985,54.542713
0.153000,0.443212,54.580539
0.154000,0.443436,54.618017
0.155000,0.443658,54.655159
0.156000,0.443877,54.691970
0.157000,0.444093,54.728471
0.158000,0.444307,54.764663
0.159000,0.444518,54.800551
0.160000,0.444727,54.836145
0.161000,0.444934,54.871462
0.162000,0.445139,54.906506
0.163000,0.445341,54.941278
0.164000,0.445541,54.975787
0.165000,0.445739,55.010034
0.166000,0.445936,55.044040
0.167000,0.446130,55.077800
0.168000,0.446322,55.111318
0.169000,0.446512,55.144606
0.170000,0.446701,55.177674
0.171000,0.446888,55.210510
0.172000,0.447073,55.243132
0.173000,0.447256,55.275542
0.174000,0.447437,55.307744
0.175000,0.447617,55.339741
0.176000,0.447796,55.371535
0.177000,0.447972,55.403134
0.178000,0.448147,55.434537
0.179000,0.448321,55.465760
0.180000,0.448493,55.496789
0.181000,0.448663,55.527644
0.182000,0.448832,55.558308
0.183000,0.449000,55.588808
0.184000,0.449166,55.619127
0.185000,0.449331,55.649274
0.186000,0.449494,55.679258
0.187000,0.449656,55.709071
0.188000,0.449817,55.738724
0.189000,0.449976,55.768214
0.190000,0.450134,55.797543
0.191000,0.450291,55.826718
0.192000,0.450447,55.855742
0.193000,0.450601,55.884606
0.194000,0.450754,55.913322
0.195000,0.450906,55.941890
0.196000,0.451057,55.970302
0.197000,0.451206,55.998577
0.198000,0.451355,56.026704
0.199000,0.451502,56.054688
0.200000,0.451648,56.082525
0.201000,0.451793,56.110225
0.202000,0.451937,56.137789
0.203000,0.452079,56.165213
0.204000,0.452221,56.192496
0.205000,0.452361,56.219643
0.206000,0.452501,56.246658
0.207000,0.452639,56.273544
0.208000,0.452776,56.300283
0.209000,0.452913,56.326901
0.210000,0.453048,56.353388
0.211000,0.453182,56.379741
0.212000,0.453315,56.405965
0.213000,0.453447,56.432058
0.214000,0.453578,56.458020
0.215000,0.453709,56.483867
0.216000,0.453838,56.509577
0.217000,0.453966,56.535160
0.218000,0.454093,56.560619
0.219000,0.454219,56.585957
0.220000,0.454345,56.611164
0.221000,0.454469,56.636249
0.222000,0.454592,56.661210
0.223000,0.454715,56.686058
0.224000,0.454836,56.710773
0.225000,0.454957,56.735361
0.226000,0.455076,56.759843
0.227000,0.455195,56.784189
0.228000,0.455313,56.808423
0.229000,0.455430,56.832533
0.230000,0.455546,56.856524
0.231000,0.455661,56.880395
0.232000,0.455775,56.904144
0.233000,0.455888,56.927775
0.234000,0.456000,56.951284
0.235000,0.456112,56.974674
0.236000,0.456222,56.997953
0.237000,0.456332,57.021108
0.238000,0.456441,57.044144
0.239000,0.456549,57.067068
0.240000,0.456656,57.089871
0.241000,0.456762,57.112556
0.242000,0.456868,57.135123
0.243000,0.456972,57.157573
0.244000,0.457076,57.179912
0.245000,0.457179,57.202128
0.246000,0.457281,57.224232
0.247000,0.457382,57.246218
0.248000,0.457482,57.268088
0.249000,0.457582,57.289837
0.250000,0.457680,57.311469
0.251000,0.457778,57.333000
0.252000,0.457875,57.354402
0.253000,0.457971,57.375696
0.254000,0.458067,57.396870
0.255000,0.458161,57.417933
0.256000,0.458255,57.438877
0.257000,0.458348,57.459711
0.258000,0.458440,57.480427
0.259000,0.458531,57.501028
0.260000,0.458622,57.521516
0.261000,0.458711,57.541889
0.262000,0.458800,57.562143
0.263000,0.458888,57.582295
0.264000,0.458976,57.602317
0.265000,0.459062,57.622237
0.266000,0.459148,57.642048
0.267000,0.459233,57.661731
0.268000,0.459317,57.681309
0.269000,0.459401,57.700771
0.270000,0.459483,57.720121
0.271000,0.459565,57.739355
0.272000,0.459646,57.758481
0.273000,0.459727,57.777488
0.274000,0.459806,57.796393
0.275000,0.459885,57.815178
0.276000,0.459963,57.833838
0.277000,0.460040,57.852408
0.278000,0.460117,57.870851
0.279000,0.460193,57.889190
0.280000,0.460268,57.907407
0.281000,0.460342,57.925518
0.282000,0.460416,57.943518
0.283000,0.460489,57.961405
0.284000,0.460561,57.979172
0.285000,0.460632,57.996840
0.286000,0.460702,58.014386
0.287000,0.460772,58.031826
0.288000,0.460842,58.049152
0.289000,0.460910,58.066367
0.290000,0.460978,58.083474
0.291000,0.461045,58.100466
0.292000,0.461111,58.117349
0.293000,0.461176,58.134124
0.294000,0.461241,58.150785
0.295000,0.461305,58.167332
0.296000,0.461369,58.183772
0.297000,0.461431,58.200098
0.298000,0.461493,58.216321
0.299000,0.461555,58.232435
0.300000,0.461615,58.248427
0.301000,0.461675,58.264318
0.302000,0.461734,58.280094
0.303000,0.461793,58.295769
0.304000,0.461850,58.311328
0.305000,0.461907,58.326780
0.306000,0.461964,58.342118
0.307000,0.462019,58.357351
0.308000,0.462074,58.372476
0.309000,0.462129,58.387488
0.310000,0.462182,58.402393
0.311000,0.462235,58.417187
0.312000,0.462288,58.431878
0.313000,0.462339,58.446459
0.314000,0.462390,58.460925
0.315000,0.462440,58.475296
0.316000,0.462490,58.489547
0.317000,0.462539,58.503699
0.318000,0.462587,58.517739
0.319000,0.462635,58.531672
0.320000,0.462682,58.545494
0.321000,0.462728,58.559213
0.322000,0.462774,58.572829
0.323000,0.462819,58.586329
0.324000,0.462863,58.599722
0.325000,0.462907,58.613017
0.326000,0.462950,58.626197
0.327000,0.462992,58.639282
0.328000,0.463034,58.652249
0.329000,0.463075,58.665119
0.330000,0.463115,58.677878
0.331000,0.463155,58.690527
0.332000,0.463194,58.703076
0.333000,0.463233,58.715523
0.334000,0.463271,58.727862
0.335000,0.463308,58.740096
0.336000,0.463345,58.752229
0.337000,0.463381,58.764248
0.338000,0.463416,58.776166
0.339000,0.463451,58.787984
0.340000,0.463485,58.799693
0.341000,0.463519,58.811299
0.342000,0.463552,58.822803
0.343000,0.463584,58.834198
0.344000,0.463616,58.845500
0.345000,0.463647,58.856688
0.346000,0.463677,58.867785
0.347000,0.463707,58.878770
0.348000,0.463736,58.889652
0.349000,0.463765,58.900432
0.350000,0.463793,58.911112
0.351000,0.463821,58.921689
0.352000,0.463848,58.932163
0.353000,0.463874,58.942532
0.354000,0.463900,58.952811
0.355000,0.463925,58.962974
0.356000,0.463949,58.973047
0.357000,0.463973,58.983015
0.358000,0.463997,58.992886
0.359000,0.464019,59.002651
0.360000,0.464041,59.012315
0.361000,0.464063,59.021874
0.362000,0.464084,59.031348
0.363000,0.464105,59.040714
0.364000,0.464124,59.049976
0.365000,0.464144,59.059145
0.366000,0.464162,59.068207
0.367000,0.464181,59.077175
0.368000,0.464198,59.086043
0.369000,0.464215,59.094810
0.370000,0.464232,59.103481
0.371000,0.464248,59.112061
0.372000,0.464263,59.120536
0.373000,0.464278,59.128910
0.374000,0.464292,59.137189
0.375000,0.464306,59.145374
0.376000,0.464319,59.153459
0.377000,0.464332,59.161445
0.378000,0.464344,59.169331
0.379000,0.464355,59.177127
0.380000,0.464366,59.184820
0.381000,0.464377,59.192424
0.382000,0.464386,59.199926
0.383000,0.464396,59.207336
0.384000,0.464405,59.214643
0.385000,0.464413,59.221869
0.386000,0.464421,59.228989
0.387000,0.464428,59.236021
0.388000,0.464434,59.242944
0.389000,0.464441,59.249784
0.390000,0.464446,59.256531
0.391000,0.464451,59.263176
0.392000,0.464456,59.269731
0.393000,0.464460,59.276195
0.394000,0.464464,59.282558
0.395000,0.464467,59.288835
0.396000,0.464469,59.295010
0.397000,0.464471,59.301102
0.398000,0.464473,59.307100
0.399000,0.464474,59.313005
0.400000,0.464474,59.318815
